,District_ID,0,1,2,3,4,5,6,7,8,District_Name,Total
250,HD_324,0,0,0,0,0,0,1,0,0,Mbandaka:Wangata,1
497,HD_89,0,0,0,0,0,0,1,0,0,Equateur:Bikoro,1
502,HD_93,0,0,0,0,0,0,17,7,7,Equateur:Iboko,31
