HD_153 218617
HD_154 236409
HD_155 187869
HD_156 139852
HD_157 96742
HD_158 131046
HD_159 251273
HD_160 237846
HD_161 139063
HD_162 195112
HD_163 135204
HD_164 199892
HD_165 237411
HD_166 473576
HD_167 617215
HD_168 240219
HD_169 89801
HD_170 1328
HD_171 87195
HD_172 257053
HD_173 202765
HD_174 199664
HD_175 26694
HD_176 180683
HD_177 153885
HD_178 100632
HD_179 101111
HD_180 161024
HD_181 226080
HD_182 136077
HD_183 202110
HD_184 103339
HD_185 734027
HD_186 168896
HD_187 56564
HD_188 247198
HD_189 2245
HD_190 50356
HD_191 735416
HD_192 1282
HD_193 6135
HD_194 26553
HD_195 43115
HD_196 63123
HD_197 16399
HD_198 520824
HD_199 105509
HD_200 14014
HD_201 57336
HD_202 272418
HD_203 81057
HD_204 168345
HD_205 70706
HD_206 132448
HD_207 296480
HD_208 140669
HD_209 116227
HD_210 79645
HD_211 130697
HD_212 161147
HD_213 270488
HD_214 77493
HD_215 300023
HD_216 250284
HD_217 231165
HD_218 227837
HD_219 363274
HD_220 499145
HD_221 192795
HD_222 169921
HD_223 185695
HD_224 90796
HD_225 257097
HD_226 180752
HD_227 276359
HD_228 274860
HD_229 145002
HD_230 154971
HD_231 209309
HD_232 90269
HD_233 78937
HD_234 119213
HD_235 247111
HD_236 419142
HD_237 20020
HD_238 324015
HD_239 1696
HD_240 116671
HD_241 93459
HD_242 59031
HD_243 101945
HD_244 204894
HD_245 141880
HD_246 5357
HD_247 8049
HD_248 1518
HD_249 2372
HD_250 2695
HD_251 1074285
HD_252 5067
HD_253 4642
HD_254 41708
HD_255 73807
HD_256 116016
HD_257 164515
HD_258 173931
HD_259 142104
HD_260 168630
HD_261 189633
HD_262 140691
HD_263 163542
HD_264 205780
HD_265 63981
HD_266 134787
HD_267 203059
HD_268 176050
HD_269 296376
HD_270 704892
HD_271 223832
HD_272 218180
HD_273 97921
HD_274 287784
HD_275 205877
HD_276 572069
HD_277 213287
HD_278 51895
HD_279 64486
HD_280 232740
HD_281 131739
HD_282 167808
HD_283 125275
HD_284 72653
HD_285 168723
HD_286 84975
HD_287 62099
HD_288 203566
HD_289 119145
HD_290 374311
HD_291 69432
HD_292 146061
HD_293 168489
HD_294 61402
HD_295 263094
HD_296 146529
HD_297 107283
HD_298 69168
HD_299 143584
HD_300 210892
HD_301 185510
HD_302 97623
HD_303 136218
HD_304 112410
HD_305 50051
HD_306 35455
HD_307 101178
HD_308 316956
HD_309 88196
HD_310 91873
HD_311 94202
HD_312 292240
HD_313 107020
HD_314 71577
HD_315 418317
HD_316 716886
HD_317 295595
HD_318 226499
HD_319 201482
HD_320 307585
HD_321 2091
HD_322 7690
HD_323 2223
HD_324 253690
HD_325 150772
HD_326 305061
HD_327 69547
HD_328 131600
HD_329 145608
HD_330 57611
HD_331 90306
HD_332 28100
HD_333 59874
HD_334 142617
HD_335 120568
HD_336 99875
HD_337 136326
HD_338 60519
HD_339 71286
HD_340 81151
HD_341 288689
HD_342 125976
HD_343 159199
HD_344 530591
HD_345 170564
HD_346 40266
HD_347 166781
HD_348 54544
HD_349 112848
HD_350 178314
HD_351 78977
HD_352 140266
HD_353 74617
HD_354 79997
HD_355 78283
HD_356 157550
HD_357 215269
HD_358 81511
HD_359 437104
HD_360 414088
HD_361 23007
HD_362 172411
HD_363 137447
HD_364 119911
HD_365 66353
HD_366 262061
HD_367 112037
HD_368 97400
HD_369 64229
HD_370 137297
HD_371 150990
HD_372 153280
HD_373 76088
HD_374 319578
HD_375 124221
HD_376 107828
HD_377 149115
HD_378 120893
HD_379 406933
HD_380 335467
HD_381 417648
HD_382 116107
HD_383 505084
HD_384 119374
HD_385 125237
HD_386 137452
HD_387 106511
HD_388 27870
HD_389 82999
HD_390 55784
HD_391 211658
HD_392 78603
HD_393 207202
HD_394 169707
HD_395 83138
HD_396 70517
HD_397 117974
HD_398 98818
HD_399 24239
HD_400 140421
HD_401 178807
HD_402 76489
HD_403 86187
HD_404 126628
HD_405 130154
HD_406 113277
HD_407 291269
HD_408 488108
HD_409 176341
HD_410 119428
HD_411 544247
HD_412 58901
HD_413 78718
HD_414 131976
HD_415 483738
HD_416 185027
HD_417 87403
HD_418 222841
HD_419 76140
HD_420 60633
HD_421 255781
HD_422 103634
HD_423 58232
HD_424 76718
HD_425 67077
HD_426 52571
HD_427 56997
HD_428 122913
HD_429 92813
HD_430 350840
HD_431 158201
HD_432 123083
HD_433 97211
HD_434 116821
HD_435 188707
HD_436 122939
HD_437 175090
HD_438 135549
HD_439 190966
HD_440 469260
HD_441 311835
HD_442 208093
HD_443 61448
HD_444 112819
HD_445 89439
HD_446 177269
HD_447 90913
HD_448 191410
HD_449 153484
HD_450 70840
HD_451 52151
HD_452 172944
HD_453 218132
HD_454 185958
HD_455 352393
HD_456 199808
HD_457 154406
HD_458 139284
HD_459 112627
HD_460 209255
HD_461 407869
HD_462 107645
HD_463 296081
HD_464 121990
HD_465 139825
HD_466 36518
HD_467 127578
HD_468 141934
HD_469 148201
HD_470 339677
HD_471 149265
HD_472 88533
HD_473 304110
HD_474 290438
HD_475 147072
HD_476 35373
HD_477 61179
HD_478 147839
HD_479 86519
HD_480 93510
HD_481 189104
HD_482 64457
HD_483 99502
HD_484 79336
HD_485 104958
HD_486 76060
HD_487 110770
HD_488 135054
HD_489 257394
HD_490 97078
HD_491 177793
HD_492 99409
HD_493 102882
HD_494 119578
HD_495 276994
HD_496 123189
HD_497 71024
HD_498 174678
HD_499 169411
HD_500 123084
HD_501 60912
HD_502 175060
HD_503 133943
HD_504 121582
HD_505 160868
HD_506 60004
HD_507 5627
HD_508 4315
HD_509 929
