Origin,Origin_Pop,Destination,Destination_Pop,Travel_Time
BUNIA,274563,BENI,395029,9059.0
BUTEMBO,326616,BENI,395029,2433.0
DAMAS,119532,BENI,395029,15444.0
DRODRO,158491,BENI,395029,14336.0
FATAKI,131340,BENI,395029,13888.0
GETHY,191018,BENI,395029,10562.0
GOMA,260035,BENI,395029,15407.0
ITEBERO,183913,BENI,395029,31051.0
JIBA,140335,BENI,395029,15900.0
KALUNGUTA,206145,BENI,395029,658.0
KAMANGO,109141,BENI,395029,3669.0
KAMBALA,126742,BENI,395029,15601.0
KARISIMBI,518302,BENI,395029,14983.0
KATWA,424920,BENI,395029,2453.0
KAYNA,362851,BENI,395029,11222.0
KIBIRIZI,331604,BENI,395029,10120.0
KIBUA,104917,BENI,395029,25663.0
KILO,57244,BENI,395029,12134.0
KIROTSHE,452929,BENI,395029,17790.0
KITOYI,22000,BENI,395029,21368.0
KOMANDA,189251,BENI,395029,4030.0
KYONDO,222254,BENI,395029,5290.0
LAYBO,145111,BENI,395029,30629.0
LINGA,151032,BENI,395029,16853.0
LITA,131251,BENI,395029,13313.0
LOGO,246325,BENI,395029,16349.0
LOLWA,46878,BENI,395029,10301.0
LUBERO,274996,BENI,395029,6179.0
MABALAKO,192291,BENI,395029,11400.0
MAHAGI,178740,BENI,395029,22673.0
MAMBASA,98208,BENI,395029,4954.0
MANDIMA,141513,BENI,395029,21063.0
MANGALA,94886,BENI,395029,19003.0
MANGUREDJIPA,74827,BENI,395029,12708.0
MASEREKA,183527,BENI,395029,4901.0
MASISI,423301,BENI,395029,22233.0
MONGBWALU,136572,BENI,395029,13951.0
MUSIENENE,257600,BENI,395029,6164.0
MUTWANGA,256179,BENI,395029,3700.0
MWESO,404625,BENI,395029,16818.0
NIA-NIA,73073,BENI,395029,19078.0
NIZI,145051,BENI,395029,11164.0
NYANKUNDE,100299,BENI,395029,15134.0
NYARAMBE,238825,BENI,395029,33075.0
NYIRAGONGO,635148,BENI,395029,14195.0
OICHA,347253,BENI,395029,1487.0
PINGA,156081,BENI,395029,15765.0
RETHY,205135,BENI,395029,16508.0
RIMBA,216446,BENI,395029,16095.0
RUTSHURU,293634,BENI,395029,12036.0
RWAMPARA,137286,BENI,395029,12206.0
RWANGUBA,268948,BENI,395029,12573.0
TCHOMIA,113035,BENI,395029,43886.0
VUHOVI,125530,BENI,395029,2214.0
WALIKALE,162523,BENI,395029,30239.0
ADI,165627,BIENA,122726,40002.0
ADJA,129346,BIENA,122726,34180.0
ALIMBONGO,227787,BIENA,122726,12014.0
ANGUMU,168048,BIENA,122726,27723.0
ARIWARA,206104,BIENA,122726,35357.0
ARU,185456,BIENA,122726,30697.0
AUNGBA,161978,BIENA,122726,27935.0
BAMBO,156395,BIENA,122726,15610.0
BAMBU-MINES,152322,BIENA,122726,17398.0
BENI,395029,BIENA,122726,6633.0
BINZA,190494,BIENA,122726,17069.0
BIRAMBIZO,398438,BIENA,122726,17045.0
BIRINGI,125472,BIENA,122726,28083.0
BOGA,69412,BIENA,122726,13646.0
BUNIA,274563,BIENA,122726,15572.0
BUTEMBO,326616,BIENA,122726,4541.0
DAMAS,119532,BIENA,122726,21957.0
DRODRO,158491,BIENA,122726,20850.0
FATAKI,131340,BIENA,122726,20401.0
GETHY,191018,BIENA,122726,17076.0
GOMA,260035,BIENA,122726,17515.0
ITEBERO,183913,BIENA,122726,33159.0
JIBA,140335,BIENA,122726,22413.0
KALUNGUTA,206145,BIENA,122726,6987.0
KAMANGO,109141,BIENA,122726,10182.0
KAMBALA,126742,BIENA,122726,22115.0
KARISIMBI,518302,BIENA,122726,17091.0
KATWA,424920,BIENA,122726,4561.0
KAYNA,362851,BIENA,122726,13330.0
KIBIRIZI,331604,BIENA,122726,12229.0
KIBUA,104917,BIENA,122726,27771.0
KILO,57244,BIENA,122726,18648.0
KIROTSHE,452929,BIENA,122726,19898.0
KITOYI,22000,BIENA,122726,23476.0
KOMANDA,189251,BIENA,122726,10543.0
KYONDO,222254,BIENA,122726,7399.0
LAYBO,145111,BIENA,122726,37142.0
LINGA,151032,BIENA,122726,23367.0
LITA,131251,BIENA,122726,19827.0
LOGO,246325,BIENA,122726,22863.0
LOLWA,46878,BIENA,122726,16814.0
LUBERO,274996,BIENA,122726,8287.0
MABALAKO,192291,BIENA,122726,17516.0
MAHAGI,178740,BIENA,122726,29186.0
MAMBASA,98208,BIENA,122726,11070.0
MANDIMA,141513,BIENA,122726,27577.0
MANGALA,94886,BIENA,122726,25516.0
MANGUREDJIPA,74827,BIENA,122726,6075.0
MASEREKA,183527,BIENA,122726,7009.0
MASISI,423301,BIENA,122726,24341.0
MONGBWALU,136572,BIENA,122726,20465.0
MUSIENENE,257600,BIENA,122726,5282.0
MUTWANGA,256179,BIENA,122726,10332.0
MWESO,404625,BIENA,122726,18927.0
NIA-NIA,73073,BIENA,122726,25194.0
NIZI,145051,BIENA,122726,17678.0
NYANKUNDE,100299,BIENA,122726,21647.0
NYARAMBE,238825,BIENA,122726,39589.0
NYIRAGONGO,635148,BIENA,122726,16303.0
OICHA,347253,BIENA,122726,8000.0
PINGA,156081,BIENA,122726,17873.0
RETHY,205135,BIENA,122726,23021.0
RIMBA,216446,BIENA,122726,22608.0
RUTSHURU,293634,BIENA,122726,14145.0
RWAMPARA,137286,BIENA,122726,18719.0
RWANGUBA,268948,BIENA,122726,14682.0
TCHOMIA,113035,BIENA,122726,50400.0
VUHOVI,125530,BIENA,122726,4558.0
WALIKALE,162523,BIENA,122726,32347.0
ADI,165627,BINZA,190494,48331.0
ADJA,129346,BINZA,190494,42508.0
ALIMBONGO,227787,BINZA,190494,13579.0
ANGUMU,168048,BINZA,190494,36051.0
ARIWARA,206104,BINZA,190494,43685.0
ARU,185456,BINZA,190494,39025.0
AUNGBA,161978,BINZA,190494,36263.0
BAMBO,156395,BINZA,190494,7943.0
BAMBU-MINES,152322,BINZA,190494,25726.0
BENI,395029,BINZA,190494,14961.0
BIENA,122726,BINZA,190494,17069.0
BIRAMBIZO,398438,BINZA,190494,9378.0
BIRINGI,125472,BINZA,190494,36411.0
BOGA,69412,BINZA,190494,21975.0
BUNIA,274563,BINZA,190494,23901.0
BUTEMBO,326616,BINZA,190494,12528.0
DAMAS,119532,BINZA,190494,30285.0
DRODRO,158491,BINZA,190494,29178.0
FATAKI,131340,BINZA,190494,28729.0
GETHY,191018,BINZA,190494,25404.0
GOMA,260035,BINZA,190494,8612.0
ITEBERO,183913,BINZA,190494,24256.0
JIBA,140335,BINZA,190494,30742.0
KALUNGUTA,206145,BINZA,190494,15315.0
KAMANGO,109141,BINZA,190494,18511.0
KAMBALA,126742,BINZA,190494,30443.0
KARISIMBI,518302,BINZA,190494,8188.0
KATWA,424920,BINZA,190494,12508.0
KAYNA,362851,BINZA,190494,10853.0
KIBIRIZI,331604,BINZA,190494,6825.0
KIBUA,104917,BINZA,190494,21997.0
KILO,57244,BINZA,190494,26976.0
KIROTSHE,452929,BINZA,190494,10996.0
KITOYI,22000,BINZA,190494,14573.0
KOMANDA,189251,BINZA,190494,18872.0
KYONDO,222254,BINZA,190494,15117.0
LAYBO,145111,BINZA,190494,45471.0
LINGA,151032,BINZA,190494,31695.0
LITA,131251,BINZA,190494,28155.0
LOGO,246325,BINZA,190494,31191.0
LOLWA,46878,BINZA,190494,25143.0
LUBERO,274996,BINZA,190494,11643.0
MABALAKO,192291,BINZA,190494,25844.0
MAHAGI,178740,BINZA,190494,37515.0
MAMBASA,98208,BINZA,190494,19398.0
MANDIMA,141513,BINZA,190494,35905.0
MANGALA,94886,BINZA,190494,33844.0
MANGUREDJIPA,74827,BINZA,190494,23145.0
MASEREKA,183527,BINZA,190494,13146.0
MASISI,423301,BINZA,190494,15595.0
MONGBWALU,136572,BINZA,190494,28793.0
MUSIENENE,257600,BINZA,190494,14949.0
MUTWANGA,256179,BINZA,190494,18661.0
MWESO,404625,BINZA,190494,11986.0
NIA-NIA,73073,BINZA,190494,33522.0
NIZI,145051,BINZA,190494,26006.0
NYANKUNDE,100299,BINZA,190494,29976.0
NYARAMBE,238825,BINZA,190494,47917.0
NYIRAGONGO,635148,BINZA,190494,7400.0
OICHA,347253,BINZA,190494,16328.0
PINGA,156081,BINZA,190494,16261.0
RETHY,205135,BINZA,190494,31350.0
RIMBA,216446,BINZA,190494,30937.0
RUTSHURU,293634,BINZA,190494,5242.0
RWAMPARA,137286,BINZA,190494,27048.0
RWANGUBA,268948,BINZA,190494,5779.0
TCHOMIA,113035,BINZA,190494,58728.0
VUHOVI,125530,BINZA,190494,12747.0
WALIKALE,162523,BINZA,190494,23530.0
ADI,165627,BIRAMBIZO,398438,48307.0
ADJA,129346,BIRAMBIZO,398438,42484.0
ALIMBONGO,227787,BIRAMBIZO,398438,13555.0
ANGUMU,168048,BIRAMBIZO,398438,36027.0
ARIWARA,206104,BIRAMBIZO,398438,43661.0
ARU,185456,BIRAMBIZO,398438,39001.0
AUNGBA,161978,BIRAMBIZO,398438,36239.0
BAMBO,156395,BIRAMBIZO,398438,2665.0
BAMBU-MINES,152322,BIRAMBIZO,398438,25702.0
BENI,395029,BIRAMBIZO,398438,14937.0
BIENA,122726,BIRAMBIZO,398438,17045.0
BINZA,190494,BIRAMBIZO,398438,9378.0
BIRINGI,125472,BIRAMBIZO,398438,36387.0
BOGA,69412,BIRAMBIZO,398438,21951.0
BUNIA,274563,BIRAMBIZO,398438,23877.0
BUTEMBO,326616,BIRAMBIZO,398438,12504.0
DAMAS,119532,BIRAMBIZO,398438,30261.0
DRODRO,158491,BIRAMBIZO,398438,29154.0
FATAKI,131340,BIRAMBIZO,398438,28705.0
GETHY,191018,BIRAMBIZO,398438,25380.0
GOMA,260035,BIRAMBIZO,398438,6828.0
ITEBERO,183913,BIRAMBIZO,398438,20296.0
JIBA,140335,BIRAMBIZO,398438,30718.0
KALUNGUTA,206145,BIRAMBIZO,398438,15291.0
KAMANGO,109141,BIRAMBIZO,398438,18487.0
KAMBALA,126742,BIRAMBIZO,398438,30419.0
KARISIMBI,518302,BIRAMBIZO,398438,6404.0
KATWA,424920,BIRAMBIZO,398438,12484.0
KAYNA,362851,BIRAMBIZO,398438,10829.0
KIBIRIZI,331604,BIRAMBIZO,398438,6547.0
KIBUA,104917,BIRAMBIZO,398438,14408.0
KILO,57244,BIRAMBIZO,398438,26952.0
KIROTSHE,452929,BIRAMBIZO,398438,7576.0
KITOYI,22000,BIRAMBIZO,398438,10008.0
KOMANDA,189251,BIRAMBIZO,398438,18848.0
KYONDO,222254,BIRAMBIZO,398438,15093.0
LAYBO,145111,BIRAMBIZO,398438,45447.0
LINGA,151032,BIRAMBIZO,398438,31671.0
LITA,131251,BIRAMBIZO,398438,28131.0
LOGO,246325,BIRAMBIZO,398438,31167.0
LOLWA,46878,BIRAMBIZO,398438,25119.0
LUBERO,274996,BIRAMBIZO,398438,11619.0
MABALAKO,192291,BIRAMBIZO,398438,25820.0
MAHAGI,178740,BIRAMBIZO,398438,37490.0
MAMBASA,98208,BIRAMBIZO,398438,19374.0
MANDIMA,141513,BIRAMBIZO,398438,35881.0
MANGALA,94886,BIRAMBIZO,398438,33820.0
MANGUREDJIPA,74827,BIRAMBIZO,398438,23121.0
MASEREKA,183527,BIRAMBIZO,398438,13122.0
MASISI,423301,BIRAMBIZO,398438,8006.0
MONGBWALU,136572,BIRAMBIZO,398438,28769.0
MUSIENENE,257600,BIRAMBIZO,398438,14925.0
MUTWANGA,256179,BIRAMBIZO,398438,18637.0
MWESO,404625,BIRAMBIZO,398438,3790.0
NIA-NIA,73073,BIRAMBIZO,398438,33498.0
NIZI,145051,BIRAMBIZO,398438,25982.0
NYANKUNDE,100299,BIRAMBIZO,398438,29952.0
NYARAMBE,238825,BIRAMBIZO,398438,47893.0
NYIRAGONGO,635148,BIRAMBIZO,398438,5616.0
OICHA,347253,BIRAMBIZO,398438,16304.0
PINGA,156081,BIRAMBIZO,398438,11451.0
RETHY,205135,BIRAMBIZO,398438,31326.0
RIMBA,216446,BIRAMBIZO,398438,30913.0
RUTSHURU,293634,BIRAMBIZO,398438,4780.0
RWAMPARA,137286,BIRAMBIZO,398438,27024.0
RWANGUBA,268948,BIRAMBIZO,398438,5317.0
TCHOMIA,113035,BIRAMBIZO,398438,58704.0
VUHOVI,125530,BIRAMBIZO,398438,12723.0
WALIKALE,162523,BIRAMBIZO,398438,19571.0
ADI,165627,BIRINGI,125472,12784.0
ADJA,129346,BIRINGI,125472,6525.0
ALIMBONGO,227787,BIRINGI,125472,31356.0
ANGUMU,168048,BIRINGI,125472,20591.0
ARIWARA,206104,BIRINGI,125472,7988.0
ARU,185456,BIRINGI,125472,7662.0
AUNGBA,161978,BIRINGI,125472,6906.0
BAMBO,156395,BIRINGI,125472,34952.0
BAMBU-MINES,152322,BIRINGI,125472,10685.0
BENI,395029,BIRINGI,125472,21570.0
BIENA,122726,BIRINGI,125472,28083.0
BINZA,190494,BIRINGI,125472,36411.0
BIRAMBIZO,398438,BIRINGI,125472,36387.0
BOGA,69412,BIRINGI,125472,21171.0
BUNIA,274563,BIRINGI,125472,12511.0
BUTEMBO,326616,BIRINGI,125472,23883.0
DAMAS,119532,BIRINGI,125472,6806.0
DRODRO,158491,BIRINGI,125472,15799.0
FATAKI,131340,BIRINGI,125472,15351.0
GETHY,191018,BIRINGI,125472,17131.0
GOMA,260035,BIRINGI,125472,36857.0
ITEBERO,183913,BIRINGI,125472,52501.0
JIBA,140335,BIRINGI,125472,17363.0
KALUNGUTA,206145,BIRINGI,125472,22109.0
KAMANGO,109141,BIRINGI,125472,23126.0
KAMBALA,126742,BIRINGI,125472,11786.0
KARISIMBI,518302,BIRINGI,125472,36433.0
KATWA,424920,BIRINGI,125472,23903.0
KAYNA,362851,BIRINGI,125472,32673.0
KIBIRIZI,331604,BIRINGI,125472,31571.0
KIBUA,104917,BIRINGI,125472,47113.0
KILO,57244,BIRINGI,125472,9435.0
KIROTSHE,452929,BIRINGI,125472,39241.0
KITOYI,22000,BIRINGI,125472,42818.0
KOMANDA,189251,BIRINGI,125472,17540.0
KYONDO,222254,BIRINGI,125472,26741.0
LAYBO,145111,BIRINGI,125472,9488.0
LINGA,151032,BIRINGI,125472,16972.0
LITA,131251,BIRINGI,125472,15906.0
LOGO,246325,BIRINGI,125472,15731.0
LOLWA,46878,BIRINGI,125472,20239.0
LUBERO,274996,BIRINGI,125472,27629.0
MABALAKO,192291,BIRINGI,125472,32850.0
MAHAGI,178740,BIRINGI,125472,19644.0
MAMBASA,98208,BIRINGI,125472,22655.0
MANDIMA,141513,BIRINGI,125472,29572.0
MANGALA,94886,BIRINGI,125472,18596.0
MANGUREDJIPA,74827,BIRINGI,125472,34158.0
MASEREKA,183527,BIRINGI,125472,26351.0
MASISI,423301,BIRINGI,125472,43683.0
MONGBWALU,136572,BIRINGI,125472,9076.0
MUSIENENE,257600,BIRINGI,125472,27614.0
MUTWANGA,256179,BIRINGI,125472,25269.0
MWESO,404625,BIRINGI,125472,38269.0
NIA-NIA,73073,BIRINGI,125472,32713.0
NIZI,145051,BIRINGI,125472,12397.0
NYANKUNDE,100299,BIRINGI,125472,8748.0
NYARAMBE,238825,BIRINGI,125472,32287.0
NYIRAGONGO,635148,BIRINGI,125472,35645.0
OICHA,347253,BIRINGI,125472,20083.0
PINGA,156081,BIRINGI,125472,37215.0
RETHY,205135,BIRINGI,125472,16095.0
RIMBA,216446,BIRINGI,125472,15794.0
RUTSHURU,293634,BIRINGI,125472,33487.0
RWAMPARA,137286,BIRINGI,125472,14879.0
RWANGUBA,268948,BIRINGI,125472,34024.0
TCHOMIA,113035,BIRINGI,125472,54842.0
VUHOVI,125530,BIRINGI,125472,23665.0
WALIKALE,162523,BIRINGI,125472,51690.0
ADI,165627,BOGA,69412,33090.0
ADJA,129346,BOGA,69412,27268.0
ALIMBONGO,227787,BOGA,69412,16920.0
ANGUMU,168048,BOGA,69412,20811.0
ARIWARA,206104,BOGA,69412,28445.0
ARU,185456,BOGA,69412,23785.0
AUNGBA,161978,BOGA,69412,21023.0
BAMBO,156395,BOGA,69412,20515.0
BAMBU-MINES,152322,BOGA,69412,10486.0
BENI,395029,BOGA,69412,7133.0
BIENA,122726,BOGA,69412,13646.0
BINZA,190494,BOGA,69412,21975.0
BIRAMBIZO,398438,BOGA,69412,21951.0
BIRINGI,125472,BOGA,69412,21171.0
BUNIA,274563,BOGA,69412,8660.0
BUTEMBO,326616,BOGA,69412,9446.0
DAMAS,119532,BOGA,69412,15045.0
DRODRO,158491,BOGA,69412,13938.0
FATAKI,131340,BOGA,69412,13489.0
GETHY,191018,BOGA,69412,4179.0
GOMA,260035,BOGA,69412,22421.0
ITEBERO,183913,BOGA,69412,38064.0
JIBA,140335,BOGA,69412,15501.0
KALUNGUTA,206145,BOGA,69412,7672.0
KAMANGO,109141,BOGA,69412,5647.0
KAMBALA,126742,BOGA,69412,15203.0
KARISIMBI,518302,BOGA,69412,21996.0
KATWA,424920,BOGA,69412,9467.0
KAYNA,362851,BOGA,69412,18236.0
KIBIRIZI,331604,BOGA,69412,17134.0
KIBUA,104917,BOGA,69412,32677.0
KILO,57244,BOGA,69412,11736.0
KIROTSHE,452929,BOGA,69412,24804.0
KITOYI,22000,BOGA,69412,28382.0
KOMANDA,189251,BOGA,69412,4912.0
KYONDO,222254,BOGA,69412,12304.0
LAYBO,145111,BOGA,69412,30230.0
LINGA,151032,BOGA,69412,16455.0
LITA,131251,BOGA,69412,12915.0
LOGO,246325,BOGA,69412,15951.0
LOLWA,46878,BOGA,69412,10102.0
LUBERO,274996,BOGA,69412,13193.0
MABALAKO,192291,BOGA,69412,18414.0
MAHAGI,178740,BOGA,69412,22274.0
MAMBASA,98208,BOGA,69412,11968.0
MANDIMA,141513,BOGA,69412,20864.0
MANGALA,94886,BOGA,69412,18604.0
MANGUREDJIPA,74827,BOGA,69412,19722.0
MASEREKA,183527,BOGA,69412,11915.0
MASISI,423301,BOGA,69412,29246.0
MONGBWALU,136572,BOGA,69412,13553.0
MUSIENENE,257600,BOGA,69412,13178.0
MUTWANGA,256179,BOGA,69412,10833.0
MWESO,404625,BOGA,69412,23832.0
NIA-NIA,73073,BOGA,69412,22576.0
NIZI,145051,BOGA,69412,10766.0
NYANKUNDE,100299,BOGA,69412,14735.0
NYARAMBE,238825,BOGA,69412,32677.0
NYIRAGONGO,635148,BOGA,69412,21209.0
OICHA,347253,BOGA,69412,5646.0
PINGA,156081,BOGA,69412,22778.0
RETHY,205135,BOGA,69412,16109.0
RIMBA,216446,BOGA,69412,15696.0
RUTSHURU,293634,BOGA,69412,19050.0
RWAMPARA,137286,BOGA,69412,11840.0
RWANGUBA,268948,BOGA,69412,19587.0
TCHOMIA,113035,BOGA,69412,42863.0
VUHOVI,125530,BOGA,69412,9228.0
WALIKALE,162523,BOGA,69412,37253.0
ADI,165627,BUNIA,274563,24430.0
ADJA,129346,BUNIA,274563,18607.0
ALIMBONGO,227787,BUNIA,274563,18846.0
ANGUMU,168048,BUNIA,274563,12151.0
ARIWARA,206104,BUNIA,274563,19784.0
ARU,185456,BUNIA,274563,15125.0
AUNGBA,161978,BUNIA,274563,12363.0
BAMBO,156395,BUNIA,274563,22441.0
BAMBU-MINES,152322,BUNIA,274563,1826.0
BENI,395029,BUNIA,274563,9059.0
BIENA,122726,BUNIA,274563,15572.0
BINZA,190494,BUNIA,274563,23901.0
BIRAMBIZO,398438,BUNIA,274563,23877.0
BIRINGI,125472,BUNIA,274563,12511.0
BOGA,69412,BUNIA,274563,8660.0
BUTEMBO,326616,BUNIA,274563,11372.0
DAMAS,119532,BUNIA,274563,6385.0
DRODRO,158491,BUNIA,274563,5277.0
FATAKI,131340,BUNIA,274563,4829.0
GETHY,191018,BUNIA,274563,4620.0
GOMA,260035,BUNIA,274563,24347.0
ITEBERO,183913,BUNIA,274563,39990.0
JIBA,140335,BUNIA,274563,6841.0
KALUNGUTA,206145,BUNIA,274563,9598.0
KAMANGO,109141,BUNIA,274563,10615.0
KAMBALA,126742,BUNIA,274563,6542.0
KARISIMBI,518302,BUNIA,274563,23922.0
KATWA,424920,BUNIA,274563,11392.0
KAYNA,362851,BUNIA,274563,20162.0
KIBIRIZI,331604,BUNIA,274563,19060.0
KIBUA,104917,BUNIA,274563,34602.0
KILO,57244,BUNIA,274563,3076.0
KIROTSHE,452929,BUNIA,274563,26730.0
KITOYI,22000,BUNIA,274563,30307.0
KOMANDA,189251,BUNIA,274563,5029.0
KYONDO,222254,BUNIA,274563,14230.0
LAYBO,145111,BUNIA,274563,21570.0
LINGA,151032,BUNIA,274563,7795.0
LITA,131251,BUNIA,274563,4254.0
LOGO,246325,BUNIA,274563,7290.0
LOLWA,46878,BUNIA,274563,7728.0
LUBERO,274996,BUNIA,274563,15118.0
MABALAKO,192291,BUNIA,274563,20340.0
MAHAGI,178740,BUNIA,274563,13614.0
MAMBASA,98208,BUNIA,274563,10144.0
MANDIMA,141513,BUNIA,274563,18490.0
MANGALA,94886,BUNIA,274563,9944.0
MANGUREDJIPA,74827,BUNIA,274563,21648.0
MASEREKA,183527,BUNIA,274563,13841.0
MASISI,423301,BUNIA,274563,31172.0
MONGBWALU,136572,BUNIA,274563,4893.0
MUSIENENE,257600,BUNIA,274563,15103.0
MUTWANGA,256179,BUNIA,274563,12759.0
MWESO,404625,BUNIA,274563,25758.0
NIA-NIA,73073,BUNIA,274563,20203.0
NIZI,145051,BUNIA,274563,2106.0
NYANKUNDE,100299,BUNIA,274563,6075.0
NYARAMBE,238825,BUNIA,274563,24016.0
NYIRAGONGO,635148,BUNIA,274563,23135.0
OICHA,347253,BUNIA,274563,7572.0
PINGA,156081,BUNIA,274563,24704.0
RETHY,205135,BUNIA,274563,7449.0
RIMBA,216446,BUNIA,274563,7036.0
RUTSHURU,293634,BUNIA,274563,20976.0
RWAMPARA,137286,BUNIA,274563,3279.0
RWANGUBA,268948,BUNIA,274563,21513.0
TCHOMIA,113035,BUNIA,274563,46401.0
VUHOVI,125530,BUNIA,274563,11154.0
WALIKALE,162523,BUNIA,274563,39179.0
ADI,165627,BUTEMBO,326616,35802.0
ADJA,129346,BUTEMBO,326616,29980.0
ALIMBONGO,227787,BUTEMBO,326616,7473.0
ANGUMU,168048,BUTEMBO,326616,23523.0
ARIWARA,206104,BUTEMBO,326616,31157.0
ARU,185456,BUTEMBO,326616,26497.0
AUNGBA,161978,BUTEMBO,326616,23735.0
BAMBO,156395,BUTEMBO,326616,11069.0
BAMBU-MINES,152322,BUTEMBO,326616,13198.0
BENI,395029,BUTEMBO,326616,2433.0
BIENA,122726,BUTEMBO,326616,4541.0
BINZA,190494,BUTEMBO,326616,12528.0
BIRAMBIZO,398438,BUTEMBO,326616,12504.0
BIRINGI,125472,BUTEMBO,326616,23883.0
BOGA,69412,BUTEMBO,326616,9446.0
BUNIA,274563,BUTEMBO,326616,11372.0
DAMAS,119532,BUTEMBO,326616,17757.0
DRODRO,158491,BUTEMBO,326616,16650.0
FATAKI,131340,BUTEMBO,326616,16201.0
GETHY,191018,BUTEMBO,326616,12876.0
GOMA,260035,BUTEMBO,326616,12974.0
ITEBERO,183913,BUTEMBO,326616,28618.0
JIBA,140335,BUTEMBO,326616,18213.0
KALUNGUTA,206145,BUTEMBO,326616,2787.0
KAMANGO,109141,BUTEMBO,326616,5982.0
KAMBALA,126742,BUTEMBO,326616,17915.0
KARISIMBI,518302,BUTEMBO,326616,12550.0
KATWA,424920,BUTEMBO,326616,20.0
KAYNA,362851,BUTEMBO,326616,8790.0
KIBIRIZI,331604,BUTEMBO,326616,7688.0
KIBUA,104917,BUTEMBO,326616,23230.0
KILO,57244,BUTEMBO,326616,14448.0
KIROTSHE,452929,BUTEMBO,326616,15357.0
KITOYI,22000,BUTEMBO,326616,18935.0
KOMANDA,189251,BUTEMBO,326616,6343.0
KYONDO,222254,BUTEMBO,326616,2858.0
LAYBO,145111,BUTEMBO,326616,32942.0
LINGA,151032,BUTEMBO,326616,19167.0
LITA,131251,BUTEMBO,326616,15627.0
LOGO,246325,BUTEMBO,326616,18663.0
LOLWA,46878,BUTEMBO,326616,12615.0
LUBERO,274996,BUTEMBO,326616,3746.0
MABALAKO,192291,BUTEMBO,326616,13316.0
MAHAGI,178740,BUTEMBO,326616,24986.0
MAMBASA,98208,BUTEMBO,326616,6870.0
MANDIMA,141513,BUTEMBO,326616,23377.0
MANGALA,94886,BUTEMBO,326616,21316.0
MANGUREDJIPA,74827,BUTEMBO,326616,10616.0
MASEREKA,183527,BUTEMBO,326616,2468.0
MASISI,423301,BUTEMBO,326616,19800.0
MONGBWALU,136572,BUTEMBO,326616,16265.0
MUSIENENE,257600,BUTEMBO,326616,3731.0
MUTWANGA,256179,BUTEMBO,326616,6132.0
MWESO,404625,BUTEMBO,326616,14386.0
NIA-NIA,73073,BUTEMBO,326616,20994.0
NIZI,145051,BUTEMBO,326616,13478.0
NYANKUNDE,100299,BUTEMBO,326616,17447.0
NYARAMBE,238825,BUTEMBO,326616,35389.0
NYIRAGONGO,635148,BUTEMBO,326616,11762.0
OICHA,347253,BUTEMBO,326616,3800.0
PINGA,156081,BUTEMBO,326616,13332.0
RETHY,205135,BUTEMBO,326616,18821.0
RIMBA,216446,BUTEMBO,326616,18409.0
RUTSHURU,293634,BUTEMBO,326616,9604.0
RWAMPARA,137286,BUTEMBO,326616,14519.0
RWANGUBA,268948,BUTEMBO,326616,10141.0
TCHOMIA,113035,BUTEMBO,326616,46200.0
VUHOVI,125530,BUTEMBO,326616,219.0
WALIKALE,162523,BUTEMBO,326616,27807.0
ADI,165627,DAMAS,119532,19162.0
ADJA,129346,DAMAS,119532,12903.0
ALIMBONGO,227787,DAMAS,119532,25230.0
ANGUMU,168048,DAMAS,119532,16547.0
ARIWARA,206104,DAMAS,119532,14365.0
ARU,185456,DAMAS,119532,12084.0
AUNGBA,161978,DAMAS,119532,6808.0
BAMBO,156395,DAMAS,119532,28826.0
BAMBU-MINES,152322,DAMAS,119532,4559.0
BENI,395029,DAMAS,119532,15444.0
BIENA,122726,DAMAS,119532,21957.0
BINZA,190494,DAMAS,119532,30285.0
BIRAMBIZO,398438,DAMAS,119532,30261.0
BIRINGI,125472,DAMAS,119532,6806.0
BOGA,69412,DAMAS,119532,15045.0
BUNIA,274563,DAMAS,119532,6385.0
BUTEMBO,326616,DAMAS,119532,17757.0
DRODRO,158491,DAMAS,119532,9673.0
FATAKI,131340,DAMAS,119532,9225.0
GETHY,191018,DAMAS,119532,11004.0
GOMA,260035,DAMAS,119532,30731.0
ITEBERO,183913,DAMAS,119532,46375.0
JIBA,140335,DAMAS,119532,11237.0
KALUNGUTA,206145,DAMAS,119532,15983.0
KAMANGO,109141,DAMAS,119532,17000.0
KAMBALA,126742,DAMAS,119532,10938.0
KARISIMBI,518302,DAMAS,119532,30307.0
KATWA,424920,DAMAS,119532,17777.0
KAYNA,362851,DAMAS,119532,26547.0
KIBIRIZI,331604,DAMAS,119532,25445.0
KIBUA,104917,DAMAS,119532,40987.0
KILO,57244,DAMAS,119532,3309.0
KIROTSHE,452929,DAMAS,119532,33115.0
KITOYI,22000,DAMAS,119532,36692.0
KOMANDA,189251,DAMAS,119532,11414.0
KYONDO,222254,DAMAS,119532,20615.0
LAYBO,145111,DAMAS,119532,15865.0
LINGA,151032,DAMAS,119532,12191.0
LITA,131251,DAMAS,119532,9780.0
LOGO,246325,DAMAS,119532,11686.0
LOLWA,46878,DAMAS,119532,14113.0
LUBERO,274996,DAMAS,119532,21503.0
MABALAKO,192291,DAMAS,119532,26724.0
MAHAGI,178740,DAMAS,119532,18010.0
MAMBASA,98208,DAMAS,119532,16529.0
MANDIMA,141513,DAMAS,119532,23446.0
MANGALA,94886,DAMAS,119532,12776.0
