Origin,Origin_Pop,Destination,Destination_Pop,Travel_Time
MANGUREDJIPA,74827,DAMAS,119532,28032.0
MASEREKA,183527,DAMAS,119532,20225.0
MASISI,423301,DAMAS,119532,37557.0
MONGBWALU,136572,DAMAS,119532,2950.0
MUSIENENE,257600,DAMAS,119532,21488.0
MUTWANGA,256179,DAMAS,119532,19143.0
MWESO,404625,DAMAS,119532,32143.0
NIA-NIA,73073,DAMAS,119532,26587.0
NIZI,145051,DAMAS,119532,6271.0
NYANKUNDE,100299,DAMAS,119532,2622.0
NYARAMBE,238825,DAMAS,119532,28412.0
NYIRAGONGO,635148,DAMAS,119532,29519.0
OICHA,347253,DAMAS,119532,13957.0
PINGA,156081,DAMAS,119532,31089.0
RETHY,205135,DAMAS,119532,11845.0
RIMBA,216446,DAMAS,119532,11432.0
RUTSHURU,293634,DAMAS,119532,27361.0
RWAMPARA,137286,DAMAS,119532,8753.0
RWANGUBA,268948,DAMAS,119532,27898.0
TCHOMIA,113035,DAMAS,119532,50797.0
VUHOVI,125530,DAMAS,119532,17539.0
WALIKALE,162523,DAMAS,119532,45564.0
ADI,165627,DRODRO,158491,25045.0
ADJA,129346,DRODRO,158491,19694.0
ALIMBONGO,227787,DRODRO,158491,24123.0
ANGUMU,168048,DRODRO,158491,10620.0
ARIWARA,206104,DRODRO,158491,20400.0
ARU,185456,DRODRO,158491,15740.0
AUNGBA,161978,DRODRO,158491,12978.0
BAMBO,156395,DRODRO,158491,27718.0
BAMBU-MINES,152322,DRODRO,158491,5114.0
BENI,395029,DRODRO,158491,14336.0
BIENA,122726,DRODRO,158491,20850.0
BINZA,190494,DRODRO,158491,29178.0
BIRAMBIZO,398438,DRODRO,158491,29154.0
BIRINGI,125472,DRODRO,158491,15799.0
BOGA,69412,DRODRO,158491,13938.0
BUNIA,274563,DRODRO,158491,5277.0
BUTEMBO,326616,DRODRO,158491,16650.0
DAMAS,119532,DRODRO,158491,9673.0
FATAKI,131340,DRODRO,158491,2952.0
GETHY,191018,DRODRO,158491,9897.0
GOMA,260035,DRODRO,158491,29624.0
ITEBERO,183913,DRODRO,158491,45268.0
JIBA,140335,DRODRO,158491,1564.0
KALUNGUTA,206145,DRODRO,158491,14875.0
KAMANGO,109141,DRODRO,158491,15892.0
KAMBALA,126742,DRODRO,158491,7158.0
KARISIMBI,518302,DRODRO,158491,29200.0
KATWA,424920,DRODRO,158491,16670.0
KAYNA,362851,DRODRO,158491,25439.0
KIBIRIZI,331604,DRODRO,158491,24337.0
KIBUA,104917,DRODRO,158491,39880.0
KILO,57244,DRODRO,158491,6364.0
KIROTSHE,452929,DRODRO,158491,32007.0
KITOYI,22000,DRODRO,158491,35585.0
KOMANDA,189251,DRODRO,158491,10306.0
KYONDO,222254,DRODRO,158491,19507.0
LAYBO,145111,DRODRO,158491,22501.0
LINGA,151032,DRODRO,158491,3151.0
LITA,131251,DRODRO,158491,8673.0
LOGO,246325,DRODRO,158491,5722.0
LOLWA,46878,DRODRO,158491,13005.0
LUBERO,274996,DRODRO,158491,20396.0
MABALAKO,192291,DRODRO,158491,25617.0
MAHAGI,178740,DRODRO,158491,14191.0
MAMBASA,98208,DRODRO,158491,15421.0
MANDIMA,141513,DRODRO,158491,23768.0
MANGALA,94886,DRODRO,158491,11986.0
MANGUREDJIPA,74827,DRODRO,158491,26925.0
MASEREKA,183527,DRODRO,158491,19118.0
MASISI,423301,DRODRO,158491,36450.0
MONGBWALU,136572,DRODRO,158491,8181.0
MUSIENENE,257600,DRODRO,158491,20381.0
MUTWANGA,256179,DRODRO,158491,18036.0
MWESO,404625,DRODRO,158491,31035.0
NIA-NIA,73073,DRODRO,158491,25480.0
NIZI,145051,DRODRO,158491,5394.0
NYANKUNDE,100299,DRODRO,158491,9364.0
NYARAMBE,238825,DRODRO,158491,24594.0
NYIRAGONGO,635148,DRODRO,158491,28412.0
OICHA,347253,DRODRO,158491,12849.0
PINGA,156081,DRODRO,158491,29982.0
RETHY,205135,DRODRO,158491,4029.0
RIMBA,216446,DRODRO,158491,7652.0
RUTSHURU,293634,DRODRO,158491,26253.0
RWAMPARA,137286,DRODRO,158491,7984.0
RWANGUBA,268948,DRODRO,158491,26790.0
TCHOMIA,113035,DRODRO,158491,44871.0
VUHOVI,125530,DRODRO,158491,16431.0
WALIKALE,162523,DRODRO,158491,44456.0
ADI,165627,FATAKI,131340,22094.0
ADJA,129346,FATAKI,131340,16742.0
ALIMBONGO,227787,FATAKI,131340,23674.0
ANGUMU,168048,FATAKI,131340,9814.0
ARIWARA,206104,FATAKI,131340,17448.0
ARU,185456,FATAKI,131340,12788.0
AUNGBA,161978,FATAKI,131340,10026.0
BAMBO,156395,FATAKI,131340,27270.0
BAMBU-MINES,152322,FATAKI,131340,4666.0
BENI,395029,FATAKI,131340,13888.0
BIENA,122726,FATAKI,131340,20401.0
BINZA,190494,FATAKI,131340,28729.0
BIRAMBIZO,398438,FATAKI,131340,28705.0
BIRINGI,125472,FATAKI,131340,15351.0
BOGA,69412,FATAKI,131340,13489.0
BUNIA,274563,FATAKI,131340,4829.0
BUTEMBO,326616,FATAKI,131340,16201.0
DAMAS,119532,FATAKI,131340,9225.0
DRODRO,158491,FATAKI,131340,2952.0
GETHY,191018,FATAKI,131340,9448.0
GOMA,260035,FATAKI,131340,29175.0
ITEBERO,183913,FATAKI,131340,44819.0
JIBA,140335,FATAKI,131340,3323.0
KALUNGUTA,206145,FATAKI,131340,14427.0
KAMANGO,109141,FATAKI,131340,15444.0
KAMBALA,126742,FATAKI,131340,4206.0
KARISIMBI,518302,FATAKI,131340,28751.0
KATWA,424920,FATAKI,131340,16221.0
KAYNA,362851,FATAKI,131340,24991.0
KIBIRIZI,331604,FATAKI,131340,23889.0
KIBUA,104917,FATAKI,131340,39431.0
KILO,57244,FATAKI,131340,5916.0
KIROTSHE,452929,FATAKI,131340,31559.0
KITOYI,22000,FATAKI,131340,35136.0
KOMANDA,189251,FATAKI,131340,9858.0
KYONDO,222254,FATAKI,131340,19059.0
LAYBO,145111,FATAKI,131340,19549.0
LINGA,151032,FATAKI,131340,2966.0
LITA,131251,FATAKI,131340,8224.0
LOGO,246325,FATAKI,131340,4954.0
LOLWA,46878,FATAKI,131340,12557.0
LUBERO,274996,FATAKI,131340,19947.0
MABALAKO,192291,FATAKI,131340,25168.0
MAHAGI,178740,FATAKI,131340,11278.0
MAMBASA,98208,FATAKI,131340,14972.0
MANDIMA,141513,FATAKI,131340,23319.0
MANGALA,94886,FATAKI,131340,10812.0
MANGUREDJIPA,74827,FATAKI,131340,26476.0
MASEREKA,183527,FATAKI,131340,18669.0
MASISI,423301,FATAKI,131340,36001.0
MONGBWALU,136572,FATAKI,131340,7732.0
MUSIENENE,257600,FATAKI,131340,19932.0
MUTWANGA,256179,FATAKI,131340,17587.0
MWESO,404625,FATAKI,131340,30587.0
NIA-NIA,73073,FATAKI,131340,25031.0
NIZI,145051,FATAKI,131340,4946.0
NYANKUNDE,100299,FATAKI,131340,8915.0
NYARAMBE,238825,FATAKI,131340,21680.0
NYIRAGONGO,635148,FATAKI,131340,27963.0
OICHA,347253,FATAKI,131340,12401.0
PINGA,156081,FATAKI,131340,29533.0
RETHY,205135,FATAKI,131340,3843.0
RIMBA,216446,FATAKI,131340,4700.0
RUTSHURU,293634,FATAKI,131340,25805.0
RWAMPARA,137286,FATAKI,131340,7536.0
RWANGUBA,268948,FATAKI,131340,26342.0
TCHOMIA,113035,FATAKI,131340,44065.0
VUHOVI,125530,FATAKI,131340,15983.0
WALIKALE,162523,FATAKI,131340,44008.0
ADI,165627,GETHY,191018,29050.0
ADJA,129346,GETHY,191018,23227.0
ALIMBONGO,227787,GETHY,191018,20349.0
ANGUMU,168048,GETHY,191018,16770.0
ARIWARA,206104,GETHY,191018,24404.0
ARU,185456,GETHY,191018,19744.0
AUNGBA,161978,GETHY,191018,16982.0
BAMBO,156395,GETHY,191018,23945.0
BAMBU-MINES,152322,GETHY,191018,6446.0
BENI,395029,GETHY,191018,10562.0
BIENA,122726,GETHY,191018,17076.0
BINZA,190494,GETHY,191018,25404.0
BIRAMBIZO,398438,GETHY,191018,25380.0
BIRINGI,125472,GETHY,191018,17131.0
BOGA,69412,GETHY,191018,4179.0
BUNIA,274563,GETHY,191018,4620.0
BUTEMBO,326616,GETHY,191018,12876.0
DAMAS,119532,GETHY,191018,11004.0
DRODRO,158491,GETHY,191018,9897.0
FATAKI,131340,GETHY,191018,9448.0
GOMA,260035,GETHY,191018,25850.0
ITEBERO,183913,GETHY,191018,41494.0
JIBA,140335,GETHY,191018,11461.0
KALUNGUTA,206145,GETHY,191018,11101.0
KAMANGO,109141,GETHY,191018,9826.0
KAMBALA,126742,GETHY,191018,11162.0
KARISIMBI,518302,GETHY,191018,25426.0
KATWA,424920,GETHY,191018,12896.0
KAYNA,362851,GETHY,191018,21665.0
KIBIRIZI,331604,GETHY,191018,20563.0
KIBUA,104917,GETHY,191018,36106.0
KILO,57244,GETHY,191018,7695.0
KIROTSHE,452929,GETHY,191018,28233.0
KITOYI,22000,GETHY,191018,31811.0
KOMANDA,189251,GETHY,191018,6532.0
KYONDO,222254,GETHY,191018,15734.0
LAYBO,145111,GETHY,191018,26190.0
LINGA,151032,GETHY,191018,12414.0
LITA,131251,GETHY,191018,8874.0
LOGO,246325,GETHY,191018,11910.0
LOLWA,46878,GETHY,191018,9232.0
LUBERO,274996,GETHY,191018,16622.0
MABALAKO,192291,GETHY,191018,21843.0
MAHAGI,178740,GETHY,191018,18234.0
MAMBASA,98208,GETHY,191018,11647.0
MANDIMA,141513,GETHY,191018,19994.0
MANGALA,94886,GETHY,191018,14564.0
MANGUREDJIPA,74827,GETHY,191018,23151.0
MASEREKA,183527,GETHY,191018,15344.0
MASISI,423301,GETHY,191018,32676.0
MONGBWALU,136572,GETHY,191018,9512.0
MUSIENENE,257600,GETHY,191018,16607.0
MUTWANGA,256179,GETHY,191018,14262.0
MWESO,404625,GETHY,191018,27261.0
NIA-NIA,73073,GETHY,191018,21706.0
NIZI,145051,GETHY,191018,6725.0
NYANKUNDE,100299,GETHY,191018,10695.0
NYARAMBE,238825,GETHY,191018,28636.0
NYIRAGONGO,635148,GETHY,191018,24638.0
OICHA,347253,GETHY,191018,9076.0
PINGA,156081,GETHY,191018,26208.0
RETHY,205135,GETHY,191018,12069.0
RIMBA,216446,GETHY,191018,11656.0
RUTSHURU,293634,GETHY,191018,22479.0
RWAMPARA,137286,GETHY,191018,7800.0
RWANGUBA,268948,GETHY,191018,23016.0
TCHOMIA,113035,GETHY,191018,47042.0
VUHOVI,125530,GETHY,191018,12657.0
WALIKALE,162523,GETHY,191018,40682.0
ADI,165627,GOMA,260035,48777.0
ADJA,129346,GOMA,260035,42954.0
ALIMBONGO,227787,GOMA,260035,14026.0
ANGUMU,168048,GOMA,260035,36497.0
ARIWARA,206104,GOMA,260035,44131.0
ARU,185456,GOMA,260035,39471.0
AUNGBA,161978,GOMA,260035,36709.0
BAMBO,156395,GOMA,260035,6716.0
BAMBU-MINES,152322,GOMA,260035,26173.0
BENI,395029,GOMA,260035,15407.0
BIENA,122726,GOMA,260035,17515.0
BINZA,190494,GOMA,260035,8612.0
BIRAMBIZO,398438,GOMA,260035,6828.0
BIRINGI,125472,GOMA,260035,36857.0
BOGA,69412,GOMA,260035,22421.0
BUNIA,274563,GOMA,260035,24347.0
BUTEMBO,326616,GOMA,260035,12974.0
DAMAS,119532,GOMA,260035,30731.0
DRODRO,158491,GOMA,260035,29624.0
FATAKI,131340,GOMA,260035,29175.0
GETHY,191018,GOMA,260035,25850.0
ITEBERO,183913,GOMA,260035,15644.0
JIBA,140335,GOMA,260035,31188.0
KALUNGUTA,206145,GOMA,260035,15761.0
KAMANGO,109141,GOMA,260035,18957.0
KAMBALA,126742,GOMA,260035,30889.0
KARISIMBI,518302,GOMA,260035,424.0
KATWA,424920,GOMA,260035,12954.0
KAYNA,362851,GOMA,260035,11299.0
KIBIRIZI,331604,GOMA,260035,7271.0
KIBUA,104917,GOMA,260035,13385.0
KILO,57244,GOMA,260035,27422.0
KIROTSHE,452929,GOMA,260035,2383.0
KITOYI,22000,GOMA,260035,5961.0
KOMANDA,189251,GOMA,260035,19318.0
KYONDO,222254,GOMA,260035,15563.0
LAYBO,145111,GOMA,260035,45917.0
LINGA,151032,GOMA,260035,32141.0
LITA,131251,GOMA,260035,28601.0
LOGO,246325,GOMA,260035,31637.0
LOLWA,46878,GOMA,260035,25589.0
LUBERO,274996,GOMA,260035,12089.0
MABALAKO,192291,GOMA,260035,26290.0
MAHAGI,178740,GOMA,260035,37961.0
MAMBASA,98208,GOMA,260035,19844.0
MANDIMA,141513,GOMA,260035,36351.0
MANGALA,94886,GOMA,260035,34291.0
MANGUREDJIPA,74827,GOMA,260035,23591.0
MASEREKA,183527,GOMA,260035,13592.0
MASISI,423301,GOMA,260035,6983.0
MONGBWALU,136572,GOMA,260035,29239.0
MUSIENENE,257600,GOMA,260035,15395.0
MUTWANGA,256179,GOMA,260035,19107.0
MWESO,404625,GOMA,260035,7073.0
NIA-NIA,73073,GOMA,260035,33968.0
NIZI,145051,GOMA,260035,26452.0
NYANKUNDE,100299,GOMA,260035,30422.0
NYARAMBE,238825,GOMA,260035,48363.0
NYIRAGONGO,635148,GOMA,260035,1212.0
OICHA,347253,GOMA,260035,16775.0
PINGA,156081,GOMA,260035,16707.0
RETHY,205135,GOMA,260035,31796.0
RIMBA,216446,GOMA,260035,31383.0
RUTSHURU,293634,GOMA,260035,3371.0
RWAMPARA,137286,GOMA,260035,27494.0
RWANGUBA,268948,GOMA,260035,3924.0
TCHOMIA,113035,GOMA,260035,59174.0
VUHOVI,125530,GOMA,260035,13193.0
WALIKALE,162523,GOMA,260035,14918.0
ADI,165627,ITEBERO,183913,64420.0
ADJA,129346,ITEBERO,183913,58598.0
ALIMBONGO,227787,ITEBERO,183913,29669.0
ANGUMU,168048,ITEBERO,183913,52141.0
ARIWARA,206104,ITEBERO,183913,59775.0
ARU,185456,ITEBERO,183913,55115.0
AUNGBA,161978,ITEBERO,183913,52353.0
BAMBO,156395,ITEBERO,183913,22359.0
BAMBU-MINES,152322,ITEBERO,183913,41816.0
BENI,395029,ITEBERO,183913,31051.0
BIENA,122726,ITEBERO,183913,33159.0
BINZA,190494,ITEBERO,183913,24256.0
BIRAMBIZO,398438,ITEBERO,183913,20296.0
BIRINGI,125472,ITEBERO,183913,52501.0
BOGA,69412,ITEBERO,183913,38064.0
BUNIA,274563,ITEBERO,183913,39990.0
BUTEMBO,326616,ITEBERO,183913,28618.0
DAMAS,119532,ITEBERO,183913,46375.0
DRODRO,158491,ITEBERO,183913,45268.0
FATAKI,131340,ITEBERO,183913,44819.0
GETHY,191018,ITEBERO,183913,41494.0
GOMA,260035,ITEBERO,183913,15644.0
JIBA,140335,ITEBERO,183913,46831.0
KALUNGUTA,206145,ITEBERO,183913,31405.0
KAMANGO,109141,ITEBERO,183913,34600.0
KAMBALA,126742,ITEBERO,183913,46533.0
KARISIMBI,518302,ITEBERO,183913,16068.0
KATWA,424920,ITEBERO,183913,28598.0
KAYNA,362851,ITEBERO,183913,26943.0
KIBIRIZI,331604,ITEBERO,183913,22915.0
KIBUA,104917,ITEBERO,183913,17474.0
KILO,57244,ITEBERO,183913,43066.0
KIROTSHE,452929,ITEBERO,183913,15952.0
KITOYI,22000,ITEBERO,183913,12147.0
KOMANDA,189251,ITEBERO,183913,34961.0
KYONDO,222254,ITEBERO,183913,31207.0
LAYBO,145111,ITEBERO,183913,61560.0
LINGA,151032,ITEBERO,183913,47785.0
LITA,131251,ITEBERO,183913,44245.0
LOGO,246325,ITEBERO,183913,47281.0
LOLWA,46878,ITEBERO,183913,41232.0
LUBERO,274996,ITEBERO,183913,27733.0
MABALAKO,192291,ITEBERO,183913,41934.0
MAHAGI,178740,ITEBERO,183913,53604.0
MAMBASA,98208,ITEBERO,183913,35488.0
MANDIMA,141513,ITEBERO,183913,51995.0
MANGALA,94886,ITEBERO,183913,49934.0
MANGUREDJIPA,74827,ITEBERO,183913,39234.0
MASEREKA,183527,ITEBERO,183913,29236.0
MASISI,423301,ITEBERO,183913,13907.0
MONGBWALU,136572,ITEBERO,183913,44883.0
MUSIENENE,257600,ITEBERO,183913,31039.0
MUTWANGA,256179,ITEBERO,183913,34750.0
MWESO,404625,ITEBERO,183913,17799.0
NIA-NIA,73073,ITEBERO,183913,45572.0
NIZI,145051,ITEBERO,183913,42096.0
NYANKUNDE,100299,ITEBERO,183913,46065.0
NYARAMBE,238825,ITEBERO,183913,64007.0
NYIRAGONGO,635148,ITEBERO,183913,16856.0
OICHA,347253,ITEBERO,183913,32418.0
PINGA,156081,ITEBERO,183913,22714.0
RETHY,205135,ITEBERO,183913,47439.0
RIMBA,216446,ITEBERO,183913,47026.0
RUTSHURU,293634,ITEBERO,183913,19014.0
RWAMPARA,137286,ITEBERO,183913,43137.0
RWANGUBA,268948,ITEBERO,183913,19567.0
TCHOMIA,113035,ITEBERO,183913,74818.0
VUHOVI,125530,ITEBERO,183913,28837.0
WALIKALE,162523,ITEBERO,183913,7926.0
ADI,165627,JIBA,140335,23819.0
ADJA,129346,JIBA,140335,18949.0
ALIMBONGO,227787,JIBA,140335,25687.0
ANGUMU,168048,JIBA,140335,9057.0
ARIWARA,206104,JIBA,140335,19173.0
ARU,185456,JIBA,140335,14513.0
AUNGBA,161978,JIBA,140335,12594.0
BAMBO,156395,JIBA,140335,29282.0
BAMBU-MINES,152322,JIBA,140335,6678.0
BENI,395029,JIBA,140335,15900.0
BIENA,122726,JIBA,140335,22413.0
BINZA,190494,JIBA,140335,30742.0
BIRAMBIZO,398438,JIBA,140335,30718.0
BIRINGI,125472,JIBA,140335,17363.0
BOGA,69412,JIBA,140335,15501.0
BUNIA,274563,JIBA,140335,6841.0
BUTEMBO,326616,JIBA,140335,18213.0
DAMAS,119532,JIBA,140335,11237.0
DRODRO,158491,JIBA,140335,1564.0
FATAKI,131340,JIBA,140335,3323.0
GETHY,191018,JIBA,140335,11461.0
GOMA,260035,JIBA,140335,31188.0
ITEBERO,183913,JIBA,140335,46831.0
KALUNGUTA,206145,JIBA,140335,16439.0
KAMANGO,109141,JIBA,140335,17456.0
KAMBALA,126742,JIBA,140335,6776.0
KARISIMBI,518302,JIBA,140335,30764.0
KATWA,424920,JIBA,140335,18234.0
KAYNA,362851,JIBA,140335,27003.0
KIBIRIZI,331604,JIBA,140335,25901.0
KIBUA,104917,JIBA,140335,41444.0
KILO,57244,JIBA,140335,7928.0
KIROTSHE,452929,JIBA,140335,33571.0
KITOYI,22000,JIBA,140335,37149.0
KOMANDA,189251,JIBA,140335,11870.0
KYONDO,222254,JIBA,140335,21071.0
LAYBO,145111,JIBA,140335,21274.0
LINGA,151032,JIBA,140335,1587.0
LITA,131251,JIBA,140335,10237.0
LOGO,246325,JIBA,140335,4158.0
LOLWA,46878,JIBA,140335,14569.0
LUBERO,274996,JIBA,140335,21960.0
MABALAKO,192291,JIBA,140335,27181.0
MAHAGI,178740,JIBA,140335,12627.0
MAMBASA,98208,JIBA,140335,16985.0
MANDIMA,141513,JIBA,140335,25332.0
MANGALA,94886,JIBA,140335,13550.0
MANGUREDJIPA,74827,JIBA,140335,28489.0
MASEREKA,183527,JIBA,140335,20682.0
MASISI,423301,JIBA,140335,38013.0
MONGBWALU,136572,JIBA,140335,9745.0
MUSIENENE,257600,JIBA,140335,21945.0
MUTWANGA,256179,JIBA,140335,19600.0
MWESO,404625,JIBA,140335,32599.0
NIA-NIA,73073,JIBA,140335,27044.0
NIZI,145051,JIBA,140335,6958.0
NYANKUNDE,100299,JIBA,140335,10927.0
NYARAMBE,238825,JIBA,140335,23030.0
NYIRAGONGO,635148,JIBA,140335,29976.0
OICHA,347253,JIBA,140335,14413.0
PINGA,156081,JIBA,140335,31545.0
RETHY,205135,JIBA,140335,2465.0
RIMBA,216446,JIBA,140335,6253.0
RUTSHURU,293634,JIBA,140335,27817.0
RWAMPARA,137286,JIBA,140335,9548.0
RWANGUBA,268948,JIBA,140335,28354.0
TCHOMIA,113035,JIBA,140335,43308.0
VUHOVI,125530,JIBA,140335,17995.0
WALIKALE,162523,JIBA,140335,46020.0
ADI,165627,KALUNGUTA,206145,34028.0
ADJA,129346,KALUNGUTA,206145,28205.0
ALIMBONGO,227787,KALUNGUTA,206145,10260.0
ANGUMU,168048,KALUNGUTA,206145,21749.0
ARIWARA,206104,KALUNGUTA,206145,29382.0
ARU,185456,KALUNGUTA,206145,24723.0
AUNGBA,161978,KALUNGUTA,206145,21961.0
BAMBO,156395,KALUNGUTA,206145,13855.0
BAMBU-MINES,152322,KALUNGUTA,206145,11424.0
BENI,395029,KALUNGUTA,206145,658.0
BIENA,122726,KALUNGUTA,206145,6987.0
BINZA,190494,KALUNGUTA,206145,15315.0
BIRAMBIZO,398438,KALUNGUTA,206145,15291.0
BIRINGI,125472,KALUNGUTA,206145,22109.0
BOGA,69412,KALUNGUTA,206145,7672.0
BUNIA,274563,KALUNGUTA,206145,9598.0
BUTEMBO,326616,KALUNGUTA,206145,2787.0
DAMAS,119532,KALUNGUTA,206145,15983.0
DRODRO,158491,KALUNGUTA,206145,14875.0
FATAKI,131340,KALUNGUTA,206145,14427.0
GETHY,191018,KALUNGUTA,206145,11101.0
GOMA,260035,KALUNGUTA,206145,15761.0
ITEBERO,183913,KALUNGUTA,206145,31405.0
JIBA,140335,KALUNGUTA,206145,16439.0
KAMANGO,109141,KALUNGUTA,206145,4208.0
KAMBALA,126742,KALUNGUTA,206145,16140.0
KARISIMBI,518302,KALUNGUTA,206145,15337.0
KATWA,424920,KALUNGUTA,206145,2807.0
KAYNA,362851,KALUNGUTA,206145,11576.0
KIBIRIZI,331604,KALUNGUTA,206145,10474.0
KIBUA,104917,KALUNGUTA,206145,26017.0
KILO,57244,KALUNGUTA,206145,12674.0
KIROTSHE,452929,KALUNGUTA,206145,18144.0
KITOYI,22000,KALUNGUTA,206145,21722.0
KOMANDA,189251,KALUNGUTA,206145,4569.0
KYONDO,222254,KALUNGUTA,206145,5644.0
LAYBO,145111,KALUNGUTA,206145,31168.0
LINGA,151032,KALUNGUTA,206145,17393.0
LITA,131251,KALUNGUTA,206145,13852.0
LOGO,246325,KALUNGUTA,206145,16888.0
LOLWA,46878,KALUNGUTA,206145,10840.0
LUBERO,274996,KALUNGUTA,206145,6533.0
MABALAKO,192291,KALUNGUTA,206145,11754.0
MAHAGI,178740,KALUNGUTA,206145,23212.0
MAMBASA,98208,KALUNGUTA,206145,5308.0
MANDIMA,141513,KALUNGUTA,206145,21602.0
MANGALA,94886,KALUNGUTA,206145,19542.0
MANGUREDJIPA,74827,KALUNGUTA,206145,13062.0
MASEREKA,183527,KALUNGUTA,206145,5255.0
MASISI,423301,KALUNGUTA,206145,22587.0
MONGBWALU,136572,KALUNGUTA,206145,14491.0
MUSIENENE,257600,KALUNGUTA,206145,6518.0
MUTWANGA,256179,KALUNGUTA,206145,4358.0
MWESO,404625,KALUNGUTA,206145,17172.0
NIA-NIA,73073,KALUNGUTA,206145,19432.0
NIZI,145051,KALUNGUTA,206145,11704.0
NYANKUNDE,100299,KALUNGUTA,206145,15673.0
NYARAMBE,238825,KALUNGUTA,206145,33614.0
NYIRAGONGO,635148,KALUNGUTA,206145,14549.0
OICHA,347253,KALUNGUTA,206145,2026.0
PINGA,156081,KALUNGUTA,206145,16119.0
RETHY,205135,KALUNGUTA,206145,17047.0
RIMBA,216446,KALUNGUTA,206145,16634.0
RUTSHURU,293634,KALUNGUTA,206145,12390.0
RWAMPARA,137286,KALUNGUTA,206145,12745.0
RWANGUBA,268948,KALUNGUTA,206145,12927.0
TCHOMIA,113035,KALUNGUTA,206145,44425.0
VUHOVI,125530,KALUNGUTA,206145,2568.0
WALIKALE,162523,KALUNGUTA,206145,30593.0
ADI,165627,KAMANGO,109141,35045.0
ADJA,129346,KAMANGO,109141,29222.0
ALIMBONGO,227787,KAMANGO,109141,13456.0
ANGUMU,168048,KAMANGO,109141,22765.0
ARIWARA,206104,KAMANGO,109141,30399.0
ARU,185456,KAMANGO,109141,25739.0
AUNGBA,161978,KAMANGO,109141,22978.0
BAMBO,156395,KAMANGO,109141,17051.0
BAMBU-MINES,152322,KAMANGO,109141,12441.0
BENI,395029,KAMANGO,109141,3669.0
BIENA,122726,KAMANGO,109141,10182.0
BINZA,190494,KAMANGO,109141,18511.0
BIRAMBIZO,398438,KAMANGO,109141,18487.0
BIRINGI,125472,KAMANGO,109141,23126.0
BOGA,69412,KAMANGO,109141,5647.0
BUNIA,274563,KAMANGO,109141,10615.0
BUTEMBO,326616,KAMANGO,109141,5982.0
DAMAS,119532,KAMANGO,109141,17000.0
DRODRO,158491,KAMANGO,109141,15892.0
FATAKI,131340,KAMANGO,109141,15444.0
GETHY,191018,KAMANGO,109141,9826.0
GOMA,260035,KAMANGO,109141,18957.0
ITEBERO,183913,KAMANGO,109141,34600.0
JIBA,140335,KAMANGO,109141,17456.0
KALUNGUTA,206145,KAMANGO,109141,4208.0
KAMBALA,126742,KAMANGO,109141,17157.0
KARISIMBI,518302,KAMANGO,109141,18532.0
KATWA,424920,KAMANGO,109141,6002.0
KAYNA,362851,KAMANGO,109141,14772.0
KIBIRIZI,331604,KAMANGO,109141,13670.0
KIBUA,104917,KAMANGO,109141,29212.0
KILO,57244,KAMANGO,109141,13690.0
KIROTSHE,452929,KAMANGO,109141,21340.0
KITOYI,22000,KAMANGO,109141,24918.0
KOMANDA,189251,KAMANGO,109141,5586.0
KYONDO,222254,KAMANGO,109141,8840.0
LAYBO,145111,KAMANGO,109141,32185.0
LINGA,151032,KAMANGO,109141,18409.0
LITA,131251,KAMANGO,109141,14869.0
LOGO,246325,KAMANGO,109141,17905.0
LOLWA,46878,KAMANGO,109141,11857.0
LUBERO,274996,KAMANGO,109141,9729.0
MABALAKO,192291,KAMANGO,109141,14950.0
MAHAGI,178740,KAMANGO,109141,24229.0
MAMBASA,98208,KAMANGO,109141,8504.0
MANDIMA,141513,KAMANGO,109141,22619.0
MANGALA,94886,KAMANGO,109141,20559.0
MANGUREDJIPA,74827,KAMANGO,109141,16258.0
MASEREKA,183527,KAMANGO,109141,8451.0
MASISI,423301,KAMANGO,109141,25782.0
MONGBWALU,136572,KAMANGO,109141,15507.0
MUSIENENE,257600,KAMANGO,109141,9714.0
MUTWANGA,256179,KAMANGO,109141,7369.0
MWESO,404625,KAMANGO,109141,20368.0
NIA-NIA,73073,KAMANGO,109141,22628.0
NIZI,145051,KAMANGO,109141,12720.0
NYANKUNDE,100299,KAMANGO,109141,16690.0
NYARAMBE,238825,KAMANGO,109141,34631.0
NYIRAGONGO,635148,KAMANGO,109141,17745.0
OICHA,347253,KAMANGO,109141,3043.0
PINGA,156081,KAMANGO,109141,19314.0
RETHY,205135,KAMANGO,109141,18064.0
RIMBA,216446,KAMANGO,109141,17651.0
RUTSHURU,293634,KAMANGO,109141,15586.0
RWAMPARA,137286,KAMANGO,109141,13762.0
RWANGUBA,268948,KAMANGO,109141,16123.0
TCHOMIA,113035,KAMANGO,109141,40217.0
VUHOVI,125530,KAMANGO,109141,5764.0
WALIKALE,162523,KAMANGO,109141,33789.0
ADI,165627,KAMBALA,126742,18567.0
ADJA,129346,KAMBALA,126742,12536.0
ALIMBONGO,227787,KAMBALA,126742,25388.0
ANGUMU,168048,KAMBALA,126742,10072.0
ARIWARA,206104,KAMBALA,126742,13922.0
ARU,185456,KAMBALA,126742,9262.0
AUNGBA,161978,KAMBALA,126742,5820.0
BAMBO,156395,KAMBALA,126742,28983.0
BAMBU-MINES,152322,KAMBALA,126742,6379.0
BENI,395029,KAMBALA,126742,15601.0
BIENA,122726,KAMBALA,126742,22115.0
