,non_commute,seed_thresh,seed_N,vax_scaler,base_beta,alpha,gamma,beta_ben,beta_but,beta_kal,beta_kat,beta_mab,beta_oic,loss
28,0.94460952574413,9.0,2.0,0.0,0.06392857732168528,0.133,0.1,1.0851648831055265,2.116106066147026,1.8085001522312099,2.2967246088646505,1.3094124296708067,1.9137737603542668,17755.86677274338
29,0.9115756564186378,10.0,4.0,0.0,0.0883297798228892,0.133,0.1,2.0318819144130638,2.631349978564131,1.1522083499608449,1.3573637321197098,1.6819539406110746,1.7830138113739167,1360811.3349348279
30,0.9745675913020038,7.0,4.0,0.0,0.08135619485193925,0.133,0.1,1.5414353574154258,2.3806041791203603,1.4042004585089631,2.4434384886075335,2.4057066575524235,2.800688043539348,9344260.591353862
31,0.9307416890668609,7.0,2.0,0.0,0.0821134530710393,0.133,0.1,1.8367195170835835,2.8527930171663387,1.6307032545712832,2.572281388373658,2.5712352869743684,1.0554136543427286,12486812.437342118
32,0.9598473102523575,6.0,3.0,0.0,0.07783810201752112,0.133,0.1,2.330227401590055,1.7066012023500636,2.2429938864987715,2.7257870924012932,2.4357499097777895,2.131103750981021,6577359.872507404
33,0.9010829086190926,8.0,2.0,0.0,0.060087332111173036,0.133,0.1,1.2359767291831656,2.090226201960755,1.0490672439466053,2.8248591872301616,2.1247446901428924,1.1331709955677196,88465.99801400377
34,0.9317608953007517,8.0,5.0,0.0,0.06532120128316028,0.133,0.1,1.4983437465091387,2.093568050136497,1.029769279940413,1.8247830474459414,1.336898767005333,1.5506583300884886,54760.9850739493
35,0.9782550275972537,6.0,3.0,0.0,0.07926898967349143,0.133,0.1,1.6649775661841002,1.736464051874561,2.419544942490157,2.9879703351319744,2.4579715715239505,1.8258389110448208,9654039.006725356
36,0.9701760315447956,8.0,1.0,0.0,0.06643542958749811,0.133,0.1,1.9527231921199453,2.3221878835325516,2.7281837775974953,1.2449106128472958,2.758907042723835,2.9532835138767624,4251587.483615848
37,0.9411781726002167,7.0,5.0,0.0,0.07277073876573825,0.133,0.1,2.3203360808295073,1.2417736517677733,2.569491413724644,2.3176826480378545,1.9718728266339227,2.436899122193755,736254.6235911892
38,0.9795271331198596,8.0,1.0,0.0,0.06485266030378804,0.133,0.1,1.2708033562908714,1.2452441699344443,2.6545151318135956,1.0179347220019188,2.5405773199824138,1.603321808903082,1639627.1069456644
39,0.9449788489526768,10.0,4.0,0.0,0.06623843060085284,0.133,0.1,1.2989746085464438,2.3308309844803716,1.3296416074374713,2.10235633672377,1.3252775645773505,2.304342548529187,93943.32182790815
40,0.9831263014753611,7.0,3.0,0.0,0.06547884792769867,0.133,0.1,2.711580712856273,1.6560400827727475,1.3169613264642974,1.4297457476173197,1.0555224043694786,2.7941567547603103,888332.4920913614
41,0.9278647799690706,6.0,3.0,0.0,0.08094011393347902,0.133,0.1,2.6297166844209636,2.5550898512122426,1.6037934025371288,2.473894814262955,2.124058744568118,1.370588467476398,4172850.177536469
42,0.993721996749686,9.0,1.0,0.0,0.06333273622107741,0.133,0.1,1.8591460198195715,1.521842080815086,1.0317086621749836,1.401674737777687,1.3315330668125334,1.3947905583531195,12555.784401845016
43,0.9643687094303163,10.0,5.0,0.0,0.07230649218988175,0.133,0.1,1.7272569633334491,2.4755228977354338,2.7819979938431327,1.4369176375194859,2.261320961509737,1.3624434399083365,1637534.7139157024
44,0.9533819254434616,9.0,2.0,0.0,0.06974805158970437,0.133,0.1,1.5893979287685351,1.1583225290870514,2.0233886235723393,2.668868383819388,2.006685872861766,2.495693079537875,317041.8035634954
45,0.9546736337942896,9.0,3.0,0.0,0.06554441407348266,0.133,0.1,1.1946622370196667,2.268740165308891,1.3719689715137557,1.1443959060119755,1.818563110989873,2.0304813485474265,123552.17377081269
46,0.957418039671437,9.0,4.0,0.0,0.06215758402849479,0.133,0.1,1.8145842580069185,1.625665894219426,1.9007330300125953,2.9729821068896443,1.6896596853657135,1.5540686611749714,63319.175024462565
47,0.9226548724551815,8.0,2.0,0.0,0.07522008780376667,0.133,0.1,1.9898978229287927,1.0342654059638818,2.2166626732902506,1.7952173774224847,1.5592608868961053,2.97213892919552,223485.50489496216
48,0.9847359871669268,6.0,3.0,0.0,0.0657415906847035,0.133,0.1,2.5672960758701846,1.4755052013381682,1.7163688087881501,1.8124249192019164,1.9927941612799567,1.0895866334606716,755577.3163818627
49,0.9834431136776611,9.0,3.0,0.0,0.06960010828210468,0.133,0.1,2.296924014530891,1.867023205568424,1.7851375800345026,2.9394744629518312,1.0625417870015315,2.971514630468738,602986.5500782732
50,0.9757338871428436,9.0,1.0,0.0,0.06010354813671188,0.133,0.1,1.8058024538286293,1.047131900996514,1.5598848645432808,1.876274980803744,2.2716239567126983,2.632552454859919,287220.9462785311
51,0.9537232782105052,9.0,4.0,0.0,0.0773579839473402,0.133,0.1,2.1584889890314685,1.9097908451493122,2.6247861060428663,1.994402004426518,2.667300552957854,2.2774253244035165,11509969.738761572
52,0.9584520153914636,9.0,3.0,0.0,0.06230464675887834,0.133,0.1,2.665758843325852,1.8807841301712696,1.8432218249521244,2.7427220899192104,2.396012701185679,2.7172346090710087,977558.6594666057
53,0.9222621219085894,9.0,3.0,0.0,0.07573251510944337,0.133,0.1,2.5310178997270194,2.2888925150993362,1.3665880817174523,1.8497373409698792,1.6698389770694986,1.8385534141493878,875162.3037400623
54,0.9781500747124826,7.0,5.0,0.0,0.07978002845300747,0.133,0.1,2.913274499302407,1.1504551346563687,2.657475630122674,2.4329536981263873,2.2395276045972228,2.376223325403304,16621393.595989155
55,0.9528854053342412,9.0,5.0,0.0,0.06353375127171178,0.133,0.1,2.537169181077119,2.157361930655508,1.5910898005508993,2.0886632644203873,2.889786323159047,2.1996732665419048,3921083.3779022195
56,0.9042382579930641,7.0,3.0,0.0,0.07618476834880064,0.133,0.1,2.054680465507584,1.0073560556361292,2.822277357755344,2.008645820761929,1.296349007794565,1.1564023457405388,176355.6090112166
57,0.9348119231660351,8.0,3.0,0.0,0.08286392771590528,0.133,0.1,2.0543853451442473,2.8570811381749257,2.707730791213172,2.6941168241934346,1.5200925797583373,1.124568009410517,3245202.695663892
58,0.9861143910546328,5.0,3.0,0.0,0.06701608766531628,0.133,0.1,2.4982224836551197,2.2285367676069487,1.1935656511006931,1.9590625377432764,1.5354789224903551,2.8169977693181574,630240.6987310271
59,0.9274350298399021,10.0,2.0,0.0,0.08977180990306974,0.133,0.1,2.161399254079453,1.7532954375313303,2.73535072439764,2.7592859567248613,1.6484165006424785,2.342200188360386,3592889.036213776
60,0.941430425445218,8.0,4.0,0.0,0.06766715531991412,0.133,0.1,1.7867391008734028,2.4706298454588347,2.513702451455802,2.8164629928531726,1.7405490730235977,2.9537010342499235,343256.4401293526
61,0.9420328386573968,7.0,3.0,0.0,0.06904464448472142,0.133,0.1,1.524429153218181,2.628041046976775,2.8008301218482092,2.8038656727472926,2.3284204922093057,1.4417292569853317,1296044.867468514
62,0.9201295099187106,8.0,4.0,0.0,0.06842713929440418,0.133,0.1,2.2742717870101545,2.1675406283033958,1.7561182763297254,1.284822539975546,1.6541931938221168,2.593016069827289,174612.09173822904
63,0.9610578854944619,9.0,2.0,0.0,0.08156336071029363,0.133,0.1,1.4704617619342133,1.197970275215055,1.3946206738153453,1.4376603818718616,2.4220766134334277,2.9231506765849096,7894604.5132500045
64,0.914452831935278,8.0,2.0,0.0,0.07860742370308135,0.133,0.1,2.315666410360971,2.148954706229647,1.2184997699269813,1.560359698659379,1.6074093345204326,1.6916563573212227,450611.460505106
65,0.9375359890913864,8.0,3.0,0.0,0.07229615626965923,0.133,0.1,2.5105873863784764,1.0511565183395775,2.835341788860002,1.819881670812974,2.3764000358475084,1.8346475839060552,2348430.8094272017
66,0.9933644744939107,9.0,3.0,0.0,0.06660322191504997,0.133,0.1,2.080480232768407,2.5695571249933726,2.2816723410625235,1.2552874924786475,1.5931344656567699,2.1907271780213557,424963.86514186964
67,0.9569795689156797,8.0,2.0,0.0,0.07110177555941835,0.133,0.1,2.7379120285289926,1.1034020267619402,2.1014060014719167,2.900761298528482,1.6611750175374291,2.8012272125700877,1834685.3600752486
68,0.9493867710784766,9.0,4.0,0.0,0.0644685127764243,0.133,0.1,2.690313836803286,1.56550400533656,1.3410259009311878,1.319670661554962,2.9695441065990678,1.4861684013675907,5590641.627057122
69,0.9845224626095015,10.0,2.0,0.0,0.07024557338512791,0.133,0.1,1.6385450284737586,2.3939047539498457,1.7068295832895368,2.4151996737669066,1.581068749308389,2.856067001806198,89362.0907806165
70,0.9621264880806513,7.0,3.0,0.0,0.08981196877704793,0.133,0.1,2.7361163061266964,1.3604604979532093,2.245871341799744,1.7909587745584177,2.974498175133702,1.894731153124974,63760909.622385815
71,0.9499173974927835,7.0,4.0,0.0,0.08986303694532162,0.133,0.1,1.9623756030005621,1.0394051329304863,1.1019857750431767,1.6681292032033936,2.4067634616362987,1.5398984009113619,15552970.057828669
72,0.9225270129884643,8.0,1.0,0.0,0.06287146227120181,0.133,0.1,1.703681151769461,1.5346518465033754,1.2875498728825472,1.5351161136899036,2.6562799431768114,1.7914467030646322,931155.969239905
73,0.9348687744702947,6.0,4.0,0.0,0.06501681155676425,0.133,0.1,2.241914342707482,1.3053307209561908,1.6851617702131914,1.2649917997960518,2.542215667710087,1.8452232256170276,1056178.4740537286
74,0.9932179110158765,8.0,2.0,0.0,0.062460482666683186,0.133,0.1,2.0811179520656995,2.4193052531647714,2.9830324362165808,1.9292963466932977,2.0917093169046836,2.867847594787284,342712.95560933335
75,0.9672448156799626,8.0,3.0,0.0,0.06818662731342813,0.133,0.1,1.1183620758109858,1.598060850105903,2.6732839462432834,1.7687401967660124,2.470310645586077,1.4249323645835792,1771541.2051418803
76,0.9570628096469554,10.0,4.0,0.0,0.07756102293229751,0.133,0.1,2.4276344944620307,1.289259310637461,2.0294900942010643,2.806247230706593,1.397379334234474,1.1202127895119776,1496300.2959939598
77,0.9665571732612274,7.0,2.0,0.0,0.08361378165515593,0.133,0.1,2.2840399531393727,2.3347338100292356,2.0258633798445937,2.877574544563757,1.6820525246008218,1.4028103186624397,2589557.42569671
78,0.940039236305281,6.0,2.0,0.0,0.08500800607440402,0.133,0.1,2.9477544803713984,1.124270660947293,1.8623345140823806,2.7257427505781635,1.7064143727692407,2.92854102317074,12767134.729229454
79,0.9716433511860455,7.0,4.0,0.0,0.06987490763067877,0.133,0.1,2.750820028306053,1.4788415490926707,1.9647872989112338,1.0808370607699276,2.0752544728988918,1.2497839671789612,1959109.3955788454
80,0.9323291806283079,10.0,5.0,0.0,0.08591714220037669,0.133,0.1,2.5221896060875397,1.3918830202643262,1.518859762341062,1.6000778456522988,2.4641784328414778,2.8930529964530916,14712801.444613192
81,0.995653904794043,7.0,3.0,0.0,0.08944391541540003,0.133,0.1,2.737022997542196,2.4541966841334895,2.846303656354955,2.966750262530148,1.1071560204722102,2.767158899090034,30768757.867532406
82,0.9969900763416479,7.0,5.0,0.0,0.06422917764503835,0.133,0.1,1.5448047742700837,2.0320683170403298,1.497158227656824,2.0280786862578877,2.9441204181393124,1.800030212359099,7817330.690462932
83,0.9405280991827617,5.0,2.0,0.0,0.0847631816317028,0.133,0.1,1.1200373137044761,2.836202396582796,2.4430442858225976,1.2370630614621094,1.8734149846467791,1.48240579386235,1082897.1380180938
84,0.9236982216517154,8.0,4.0,0.0,0.08698206421373,0.133,0.1,1.517757674477525,2.2710099367388885,1.3981718581190956,2.432787673245292,1.9478243794800583,1.6153765553898276,2087361.311038664
85,0.953629751060894,7.0,3.0,0.0,0.06820214268720326,0.133,0.1,2.4029502984588973,2.020445903025122,2.700693047619449,2.264274390527977,1.2764309993778995,1.5013138087196973,301419.6511821388
86,0.9873689125068749,6.0,4.0,0.0,0.08697638548388534,0.133,0.1,1.647070256388598,2.6419834983388895,2.537445714983607,2.7993397758319736,2.4461536541940645,2.2203596936185157,24434418.819873393
87,0.9103126416885529,10.0,3.0,0.0,0.06319712861709646,0.133,0.1,1.1073606146194053,2.810379383996832,1.3955095063801939,1.0208634169303912,2.673666736684698,1.47133057057699,989405.7586842736
88,0.9269240903785727,7.0,4.0,0.0,0.08869062831149815,0.133,0.1,1.0897172691806098,1.7071908512970935,1.003486468395235,2.356916625066529,2.3798777710802854,1.460098189266341,10403015.978576813
89,0.9666366579274697,5.0,4.0,0.0,0.06196450967394506,0.133,0.1,1.1326584153693688,2.737912881727465,2.7181846031822787,1.0899591701368916,1.7391696686580673,2.0799707080967123,126212.62904533179
90,0.9914782620514009,8.0,3.0,0.0,0.07829514952023767,0.133,0.1,2.83894131301669,2.588821086327609,1.2922832333195324,1.5515477230648542,1.2322286206214053,2.2469574476559293,13959075.087239739
91,0.9184551081654598,5.0,2.0,0.0,0.06529796412876891,0.133,0.1,2.67646974713512,2.9967006446214564,2.6099275661600636,1.121127286144514,1.9859664083648467,2.3251284679953583,387019.727978687
92,0.9567830138667129,10.0,1.0,0.0,0.0773398565953099,0.133,0.1,1.3990696430105158,1.9890747687738606,1.3708486173443692,1.032528290419317,2.89712314766272,1.1086100477974798,20023248.50470238
93,0.9332484331898522,8.0,4.0,0.0,0.08899642693875404,0.133,0.1,2.107470691442588,1.820567867553445,2.804505241355677,2.314932979566113,2.0522879927607782,2.375192647420942,5402944.376289859
94,0.9087706351589188,9.0,4.0,0.0,0.06532483739877727,0.133,0.1,2.9477673640784565,1.994152174634805,2.9461199906610744,2.5893621195705405,1.5768487665610356,1.822837742544952,827463.0031975729
95,0.9393985130992472,9.0,3.0,0.0,0.0661047146371317,0.133,0.1,1.4489897410990324,2.237324220028288,1.5715577811481516,1.4939499245864567,2.357854642411067,1.125815030425226,644287.5853205232
96,0.9483001405105412,8.0,2.0,0.0,0.07544771676718133,0.133,0.1,2.7837489082200255,2.0607636619034015,1.1881059453045304,2.720810114057529,2.017609768791961,2.375926669471994,3535619.822645377
97,0.9891984396006668,8.0,5.0,0.0,0.0852607729330429,0.133,0.1,1.6629628574855966,2.1477342904850776,2.376595279488874,2.584140810183378,2.362115495349702,1.335827290982269,13761504.480075298
98,0.9837467036448542,5.0,2.0,0.0,0.06292780694801225,0.133,0.1,1.5311667279492267,1.209235354653805,1.885322731597862,1.6744237728618596,1.7882305703883161,1.331246563087636,70555.86629002729
99,0.9686122646388106,7.0,4.0,0.0,0.0682027894095179,0.133,0.1,2.2416675534930706,2.3583816301451677,1.8705064840208558,1.4517861219030468,1.8686802136109248,2.747048844110564,414412.35302041064
