,non_commute,seed_thresh,seed_N,vax_scaler,base_beta,alpha,gamma,beta_ben,beta_but,beta_kal,beta_kat,beta_mab,beta_oic,loss
0,0.9129618745975764,9.0,2.0,0.0,0.07886724643974659,0.133,0.1,1.9758689965951306,1.937029449482742,1.6435852536086781,2.40246324689665,2.5130313996800355,2.117464995312191,5006981.908245366
1,0.9694003332877401,10.0,2.0,0.0,0.061480312226237684,0.133,0.1,1.109715766478783,2.8889421327253997,1.359652867622514,1.1069968599173345,2.243055140589437,2.277516100314742,302075.0656478328
2,0.9254338977972881,9.0,3.0,0.0,0.07676308949275361,0.133,0.1,1.9583209072282264,2.7918736070126924,2.567300272880182,1.1372900301595565,1.3779437525873217,2.5756391065385538,522590.61080019706
3,0.9360978873148003,8.0,3.0,0.0,0.07977089933987154,0.133,0.1,1.5632890598127767,2.471744984122031,2.1910534877155032,2.700145349936533,1.5643631593107095,1.6895870971305114,938750.2603597404
4,0.9877721131110949,7.0,3.0,0.0,0.06645176005958155,0.133,0.1,1.2588040132645937,2.107286684763474,2.6263279958360672,1.175995750820048,1.699575195074903,1.394935241411084,117432.4312044224
5,0.9513158679573066,9.0,2.0,0.0,0.08929600328476399,0.133,0.1,1.1324461801277936,1.9712437281747281,1.1517509790765115,2.419160151983129,1.036624698664876,2.1365333401456814,175322.95483563506
6,0.9744704414644678,7.0,5.0,0.0,0.08687885734815497,0.133,0.1,2.8161695731071887,1.032928928116225,1.2863853979657414,1.2117387641845314,2.082743091571969,2.995812331385986,22380511.749021966
7,0.9106566259789747,7.0,4.0,0.0,0.08534699172762605,0.133,0.1,2.2091104319770407,1.6906701398965596,1.4319964669440173,1.7729378581953457,1.4595479628228463,1.0509436653527786,466136.48701445945
8,0.9297411980331579,7.0,3.0,0.0,0.07200471533810644,0.133,0.1,1.961455236829347,1.4465414491268844,1.1973309853773566,2.4138678597724192,1.6434934324281834,2.057117092309073,119659.55932271194
9,0.9474456600793804,6.0,4.0,0.0,0.08698090391510631,0.133,0.1,1.9392553286881236,2.5450025773113767,1.134945824616604,2.6721497113766848,2.7879206114732327,1.015728121611151,36672259.47618147
10,0.9906303673588989,9.0,1.0,0.0,0.06267250744522185,0.133,0.1,2.731510585195292,1.9371333333135634,1.9313897685861379,2.634947492990453,1.0776036198637249,2.6161469396692687,11738.191628407516
11,0.9721752383970468,8.0,5.0,0.0,0.08060282628433346,0.133,0.1,1.5405789015619666,2.9769104936881465,1.5107349519463915,2.1131726077755717,2.235490635009829,1.1271108279766708,6470609.77702621
12,0.9300721604156844,5.0,1.0,0.0,0.06326107057390329,0.133,0.1,2.0049836499019738,1.4644260261191104,2.368685173435339,1.2584807320978497,1.987502185355672,1.9228202321293375,98225.7570294023
13,0.9494684682093522,9.0,4.0,0.0,0.06903415331537736,0.133,0.1,1.9404593649161885,2.2399345078361534,1.1673592746083383,2.859768216115638,2.5872379009448885,1.1969399262066993,2976397.459364183
14,0.9410484836942721,6.0,3.0,0.0,0.07962468356454593,0.133,0.1,1.612062284646745,1.1087516358831,1.3932709302436352,1.8488080477728952,1.8485563657595603,2.961150820463547,455364.3994150623
15,0.9422526866461111,10.0,2.0,0.0,0.06398950572540339,0.133,0.1,1.4722628536275955,2.426015803719719,2.0432064689575866,1.927711540159447,2.2768482856830046,1.5755499052998623,353430.34423350915
16,0.9590129586213548,6.0,1.0,0.0,0.0813687531603011,0.133,0.1,2.1880946025548695,1.5988298524530105,2.0261809153376475,1.4804341816734863,1.4447049975030746,1.911864827808274,90322.88460689661
17,0.9282150245621458,7.0,4.0,0.0,0.07926259170439268,0.133,0.1,1.9174128728505133,1.9724377595902625,2.4653717561164044,1.5276382383300524,1.9634690363709209,1.3453657620078485,747752.5408399329
18,0.9326041416974218,8.0,5.0,0.0,0.07889877630638592,0.133,0.1,1.7698955659989737,1.6464695776149258,2.188934648096511,1.0266678777257112,1.1901557024278375,1.8397700220719517,114389.46426118667
19,0.9576159925304435,7.0,4.0,0.0,0.07526248084295438,0.133,0.1,2.811376224333014,1.8485564328773845,2.1769982903436,2.820485987571656,1.037346272307854,2.656900144744834,3257883.4267952126
20,0.9853563369153013,7.0,3.0,0.0,0.06811197497023457,0.133,0.1,2.9903101188217676,2.1340925956967496,2.02496481116487,2.200635045476438,1.9108024122537803,1.7484884429811027,4072947.104365165
21,0.9522168035428795,9.0,2.0,0.0,0.06829722571156524,0.133,0.1,1.9879551742827235,1.0469654465625264,1.5598098673330207,2.2543809430682282,1.4188091999663994,1.0738612912257162,74931.71444001587
22,0.9376766058092137,10.0,3.0,0.0,0.06256193187949946,0.133,0.1,2.382989233276993,2.8488287148071225,1.6882088980144276,2.7809749287283276,2.0581778428070527,2.989006194857369,541337.1060875423
23,0.9563235214551387,6.0,1.0,0.0,0.08768122968817668,0.133,0.1,2.897930199018468,2.6744275212827087,2.6484825129246126,1.9770704792411828,2.877157348493319,2.3140215393710486,47698498.08106381
24,0.9164899842367108,6.0,1.0,0.0,0.07684117322175799,0.133,0.1,1.1658410279898552,1.4827576948829757,1.2005551893483786,2.3447357815508565,2.0040255158403646,2.6371027257960122,441336.20745067426
25,0.9535713791629491,6.0,2.0,0.0,0.06603139082017438,0.133,0.1,2.386355218317418,2.289855129956262,2.5777556125451357,1.430871239981786,2.6062376130086533,2.538811876546583,2054948.8235924256
26,0.9498636795017807,10.0,4.0,0.0,0.07318704624008257,0.133,0.1,1.1273411275133784,1.7818151704599186,1.666453108911594,1.6872339948774586,2.075357983070054,1.8822663992985558,575056.1828057277
27,0.9332592862119052,7.0,2.0,0.0,0.08470801129191444,0.133,0.1,2.513838162568695,2.8638571450346126,2.2620565211456363,1.0943507673801582,1.67446489352096,1.7165202963921138,2685257.747664165
