,mab_s0,beni_s01,butkat_s1,benikal_s2,kat_s2,bkmk_s3,benikal_s4,kmv_s4,beni_s5,kat_s5,mandbut_s5,mabkal_s5,benimab_s67,mand_s7,loss
0,0.25499396389277107,0.21248643925940672,0.11767623705810572,0.07463798518919607,0.20682342541732496,0.1037247368529797,0.17056924294708214,0.21925496792327645,0.1747655828653198,0.15105216405505842,0.15879018736608502,0.22491860230961985,0.17045305819475226,0.14830688387502455,1886.2853722318987
1,0.24108107354078628,0.2084409211627611,0.13898420330971742,0.071522303308672,0.20028488970707156,0.11280957339187425,0.17677029769578967,0.2129966866118678,0.17436085935809104,0.15943049863773368,0.14729977236880593,0.22187261742231634,0.17584851462217127,0.14247781504377502,2291.4846323198126
2,0.2550126074239097,0.21725043966333274,0.13715295135362549,0.06256903038609819,0.21203427567626001,0.10389761647010967,0.1821244276553418,0.21732556990029872,0.17211949902353088,0.1413436661584197,0.14315194614173674,0.2341515233999017,0.17934875498741892,0.141237470987317,2922.210112225573
3,0.24745428151783033,0.2117248175722537,0.12173988363080412,0.07115677619030589,0.21490807595645783,0.10958555246828958,0.1762981489041443,0.2149727212730583,0.17210242581926133,0.14107172220065942,0.148249416257664,0.23362689818873264,0.1740309672447325,0.15726271079598875,1644.6849249345046
4,0.24149964475408237,0.21450034574379026,0.13181279148845784,0.0787209085187543,0.21008001892024286,0.11874441716159723,0.17241495723690664,0.20216940442067818,0.17023199105177586,0.15190678352038472,0.1559011907925729,0.22406895695720264,0.18800478822679895,0.15500412634166955,3699.0616334770693
5,0.24868583184838425,0.21605962405961415,0.13403234029842023,0.06079048700006296,0.21314551290613648,0.11618782500649674,0.17071536353235142,0.21456966323643276,0.17235730610510777,0.14342375805015767,0.15605879885622145,0.2288480285740993,0.18154878634179225,0.14591576789855606,3879.766101411882
6,0.2585891712387685,0.2050549345339284,0.12173173451450643,0.07809665003349306,0.21451372462424506,0.1077361172524676,0.1846232995520796,0.2047987548203603,0.16258452119592504,0.1584469597301916,0.14119150326675206,0.23882081810391045,0.17287716010077908,0.15106359286694507,1340.4767608397628
7,0.2573749986149795,0.21256289155102498,0.1340743670426945,0.06422071943513229,0.20633041676664737,0.11032389764490554,0.16752223145397224,0.20263452611621496,0.17959034476669566,0.14337437586709323,0.15432272362711105,0.23121275272957462,0.18625318143854505,0.1478389042415216,1865.3317644168346
8,0.25722168361217895,0.20719063111924627,0.1339938798291529,0.07345397763552965,0.21320752081945396,0.10263295249844634,0.18304765105379578,0.20277147983842841,0.17393185750913118,0.15724385351422304,0.14643477661663284,0.23626505717642876,0.18624453332376018,0.1470240626786644,2171.800695956102
9,0.24303207787536338,0.21695672734003701,0.12551756988457305,0.07414594493496034,0.21255744159377774,0.1033593557005443,0.1825821043551339,0.20473991032756084,0.17632343106704196,0.15579328534990106,0.14925758600565717,0.23308653521302575,0.17698785887926013,0.15701318135404124,1814.94541799129
10,0.2572957488899503,0.20401233925829287,0.11578084465077429,0.06829075165005391,0.21911326956086516,0.1069020950760392,0.18869356233498918,0.20987877095299418,0.16179884658109903,0.15976606023789428,0.14920187679322022,0.23768348484126806,0.17167011037696348,0.14292230105454706,1191.948316217108
11,0.2400306427199794,0.2053542031697316,0.13415112683288444,0.0718594284564042,0.2143704476372842,0.10681600101959215,0.16100588033482396,0.21206372349863334,0.17694695487800424,0.15534517209373266,0.1441469663688976,0.22940730202002646,0.17542231136220943,0.15485323504159396,1901.205223378455
12,0.24305079295382176,0.2067748730934786,0.11041728019928505,0.07823597903751373,0.2031043412625288,0.11582982258284913,0.16378023218458,0.2016585792379239,0.17581254630532064,0.15849791324966606,0.14868862618296919,0.23898196926288606,0.18408953224896984,0.1401506665111413,2363.4293232773107
13,0.25273764440028273,0.21788684162842376,0.13277572798274956,0.0797893754858169,0.20852293941000405,0.10057156177000337,0.16463523883914297,0.20296855742673361,0.17561080396171946,0.14533716213544998,0.15339753012562063,0.23606787183680927,0.18675420014047117,0.1437433082734259,2036.004107400745
14,0.24179396365721567,0.20871812571473813,0.13680250169916697,0.0653223005530839,0.20153212559049793,0.10301915585597549,0.1843135618303286,0.21498614194125015,0.16322629146386228,0.14120178312898002,0.15281794288711528,0.23263122665227162,0.1806160412684546,0.15153841943406457,1326.8098099499462
15,0.25872457488958167,0.2015411571085403,0.1142490576901113,0.062122849084430144,0.21562599723534812,0.10243020344803822,0.17694294883800019,0.2166018983406403,0.16526551038847614,0.14853159505411095,0.15981753567148063,0.2303748301117926,0.18469783275766652,0.14990790039614926,1516.248220563068
16,0.2507956833926867,0.2051044806925299,0.11487354572866232,0.07044551071884121,0.21070532100991612,0.10594938353780482,0.17474728240681905,0.21834188559085363,0.1747150203769808,0.14895796382301363,0.14557076335333455,0.22959834122714887,0.18374639729217304,0.14863442944692834,1812.8478862301747
17,0.24069893180717417,0.21429072179665085,0.11094256983838384,0.0691878119528112,0.2164703326077861,0.1100797928775318,0.1629871106870882,0.2037837752970242,0.17631205363028712,0.15267305027492192,0.14050936728187602,0.23683930975243989,0.18445410990136193,0.14173749938551522,1766.1717818335273
18,0.2455134402680691,0.2066166382395529,0.1270371612378942,0.07064616001233624,0.20481176092770936,0.10542568758797934,0.1764484386977412,0.21778278729120884,0.1746673823177215,0.1554436885607481,0.15868566900167969,0.23367816229499808,0.17396719303256702,0.15614817610154047,1530.8015012055534
19,0.2539424662263389,0.2127570991062804,0.1275074645355392,0.07674375188885932,0.2098782378586782,0.10850968495126674,0.17886558624943857,0.2079861523559645,0.17433346525267032,0.15628572600582005,0.15225034281881902,0.22105307028471777,0.18127890228778712,0.1587207347997673,2052.866757763415
20,0.2542654818375374,0.21434165431224872,0.13170521884863293,0.07548089129714683,0.21418448533466247,0.10797884105640271,0.1679591089886559,0.2149037458411933,0.16792352896505,0.14784434139431543,0.15424190236171534,0.23819773510552306,0.18854506152473693,0.1450642290729588,3448.1904872836067
21,0.24426643722970212,0.2012720280552263,0.12915874946415426,0.07927546806420288,0.20708413767255185,0.11664539974204285,0.18150617614835737,0.20495156317689567,0.1676690793116995,0.15381129062175583,0.15577569695087828,0.23754813665237118,0.18741684884374477,0.1483656103841779,2205.185567407321
22,0.24972493037882043,0.21311252183061508,0.11969970119768672,0.06480462306812781,0.20009322852327072,0.10778106251807765,0.18079598713160133,0.20732262226663564,0.170803778630042,0.14504332163754016,0.1477837035733485,0.22221438947694447,0.184421482909072,0.15135421206792793,2149.4560064259467
23,0.24269048171056834,0.21403989516983504,0.11619544020377037,0.07606056293803806,0.20491031084873948,0.10221184845738583,0.16979106400710195,0.21308987571641122,0.1680106251712619,0.14366012520641464,0.1558917364876872,0.22802871634231922,0.18196807263075154,0.15965092893361205,2256.1320962802915
24,0.2564965793072511,0.20292542553321405,0.12360942418485708,0.06909916648610949,0.21556188946399096,0.10376485258577585,0.18439555403130384,0.2132763013002925,0.16354760939682556,0.1520179893701311,0.14180673756319456,0.23234643960007045,0.18563700953792972,0.15305268090576724,1233.7854843086639
25,0.2580084066958025,0.20783302584338198,0.11226035825569175,0.0753773943222143,0.2002743702947147,0.1034096843905913,0.18155469857496687,0.20305376700245162,0.17209104463048538,0.15710473002439257,0.14468747836676144,0.22481059716503188,0.1773012193185328,0.1497334494705807,2340.4822534317027
26,0.2574038637277297,0.20086589825044376,0.12140654153801193,0.06399964845221753,0.2100312054899438,0.10467402879298689,0.1790522517680614,0.20889849397434898,0.17060345421613893,0.14874717797193915,0.14936933887665402,0.22307179761865167,0.1863297794960784,0.1461271479548378,1458.255621951632
27,0.25314150628365467,0.20411957142890078,0.13087512665591644,0.07901932132933323,0.21258736668605696,0.10602087421664687,0.18172806132929753,0.2152580931973606,0.17702988087242394,0.14260311987796256,0.1517119729046005,0.22433730961910886,0.18277156340735978,0.15298748699901712,1975.3333009603652
28,0.24240137455091365,0.21521245849411694,0.11727393756631457,0.06083683813283216,0.21033308460889674,0.10816139753024405,0.18996798461731676,0.20502109659297024,0.16315152709405703,0.14168002974655644,0.14944458369766186,0.22388102233979548,0.1811616351520537,0.15495112422554314,1929.9058008229147
29,0.2521721630942265,0.2163323018243446,0.1311729527449315,0.06937875092140085,0.21112373826988176,0.10490853415601029,0.1629319883951126,0.2133389555941286,0.17519329811735462,0.14121563424240366,0.14176600089987323,0.23831405727189037,0.18151656435051078,0.15280209479263274,1868.9257700872965
30,0.25391081535113974,0.20131164914033842,0.12366765177187593,0.07481672934307408,0.2119867203107561,0.10596797043594366,0.17832418667833444,0.20511918714595162,0.17616048626196115,0.15232838004878393,0.15171829629633027,0.22218444023993425,0.17520233343173042,0.1465849707315355,1379.921391985239
31,0.2433357468190823,0.21497704009595908,0.1278576450245276,0.07282987927954078,0.21063427863707201,0.10551889728228658,0.17200635375074572,0.2154103164750312,0.17202194283988614,0.1523542094298442,0.1506434621451172,0.2215282299643304,0.1795523203003745,0.15617607562434055,1825.955334788427
32,0.24300520183731558,0.20513540584479004,0.12463032887432009,0.07576101944095687,0.21582060691669744,0.10388611642253533,0.18694631982845475,0.21589900966002673,0.1783903092060274,0.15718042868939114,0.15705839802089336,0.22854829175426336,0.17498898339369215,0.15783620370675955,1754.3474667601004
33,0.25748007141106793,0.20297541861533694,0.13366634116266457,0.0644450253063622,0.20762588109437743,0.11232137267784897,0.18743766505031836,0.2181312309582832,0.17490143138011877,0.14005617688345506,0.14929115228395592,0.22925986384269512,0.18310335117118692,0.1467622821955473,2155.261199002642
34,0.24458532540043984,0.21138330909263778,0.11961333817354257,0.07053923477915976,0.20473794919916305,0.10955285658149697,0.16268434929514097,0.20394903486714025,0.17218684758780625,0.14761751877843998,0.15955443991517385,0.23683728869995388,0.17850709487089064,0.15301430838394234,1820.7376676848821
