,mab_s0,beni_s01,butkat_s1,beni_s2,kat_s2,loss
0,0.25887634608667814,0.20235566803815178,0.1244069454277515,0.07735442740172727,0.21543007308024711,296.274750255391
1,0.25095441818788233,0.20879779314407054,0.11770913457951705,0.06632600423585197,0.21328207987401432,130.9278241912641
2,0.2519557920435192,0.20543131625178832,0.11180477715500924,0.061671313777808184,0.2025780845484674,582.9075389739804
3,0.24456430411655602,0.2022551885781676,0.12416508133760726,0.06298827784558975,0.214961922943032,315.4811415997364
4,0.25598649716476807,0.2102966404608887,0.13608169974475448,0.07590197410554658,0.20663451830056476,537.4292340769606
5,0.2553516454762328,0.20252493061165194,0.13149565981156375,0.07061358601249418,0.20977476181136107,410.87875600532004
6,0.2542136578604936,0.21985375774665863,0.1225530086437709,0.06408800763922293,0.20924977668932038,374.66069805230643
7,0.2548915304440724,0.21156992901945124,0.13524138081150552,0.0644655313492173,0.21236869627572355,655.0807004687031
8,0.2487155947744277,0.2146510007262177,0.13281229195262673,0.07415144784601717,0.21440977138581843,772.3494501486414
9,0.24655045997671196,0.21060602602989964,0.13776604118980237,0.061685843245532335,0.21692315645638544,892.8088533658267
10,0.2473866470711976,0.21233287673550844,0.1352456753197983,0.06601582976303508,0.20968451057802795,563.0237082841875
11,0.2597523009062415,0.21381553515382765,0.1339955759496164,0.06472989529446396,0.20593559576441403,489.33289561560326
12,0.24538453107798971,0.209502573503682,0.11615768631335352,0.06863497688808899,0.20444477489942445,311.51171660148407
13,0.2568972771422763,0.21726672383326032,0.11161505406084563,0.07888919666740199,0.21069226194441942,424.095695406212
14,0.2512262659839678,0.2140609172337963,0.11310504382597199,0.07830763586522613,0.21358038761997394,268.85061905561383
15,0.2560825370682791,0.20496088978491828,0.12045481265881706,0.07085014698403558,0.21991582425728107,283.5469610533651
16,0.2437691384023866,0.2029351710537394,0.12101063090057164,0.07044987894402904,0.21892673935676862,288.4961188789278
17,0.25493694918358617,0.20495438200262384,0.12961094959361402,0.0617220645253293,0.20981686212960962,347.24879760069166
18,0.24532411606405682,0.2007333686484769,0.125679581732196,0.07228806136857999,0.20512645078120895,270.5360120933641
19,0.24460777812422807,0.21157605574587213,0.1237373276884356,0.07515519292214588,0.21500811802626577,273.26133539914906
20,0.25423038648756746,0.21869875194384708,0.12601125445581216,0.06923960916381283,0.20027746255824083,291.02212216542426
21,0.24435293550754253,0.20033266560007287,0.12815889516430162,0.07397672523621455,0.20200785686881834,264.11689994877815
22,0.24466308331068018,0.2143338900244463,0.11305825899106386,0.07662351580277707,0.21394637219826365,250.30975084769562
23,0.24891455683361635,0.20760450918023582,0.12950548628897995,0.06467078737947908,0.21080047018948353,320.744657680635
24,0.2584632987231387,0.21328245315578642,0.12837909995080268,0.0711259083897882,0.21121533558648728,436.7232499358197
25,0.2585778234149009,0.21301999988644124,0.13417916183731657,0.06802892633773944,0.21553172698037337,817.8693134402537
26,0.2507877060350044,0.2132902605161305,0.1151905606846331,0.06014509532032469,0.20245150459274108,329.8176465213801
27,0.24838078474064343,0.21132116337070256,0.13050217915195267,0.07800281757842137,0.20095590737511027,180.94104056300597
28,0.24708446665812336,0.20234006267883894,0.13623440600877532,0.07256967223568103,0.21744701977498906,844.188390486338
29,0.25580871152939866,0.20344828898027773,0.1285856960706591,0.07167384659738728,0.21896228815532212,555.1654480810148
30,0.24703748056309774,0.21734816914780894,0.12048457328077022,0.06275163121218258,0.20212346649236684,274.9133121750054
31,0.2520967924728706,0.21882563420801454,0.11526116193565161,0.06689819013657052,0.20331889480164528,427.4261198520469
32,0.24333239166652731,0.2102920608512262,0.11017850161220162,0.0685763151696455,0.21722082513450774,198.0766260326838
33,0.2569874058361003,0.2194294712766699,0.1275959101720729,0.07398770523120558,0.20279446803297577,441.059969065524
34,0.25124693120257036,0.2001380441336792,0.1391205591955022,0.07720906159625446,0.2165899983325956,979.7837260550391
35,0.2568496401183471,0.21328167602723497,0.13765346343988685,0.07733897524988151,0.21431454385393492,1033.7355663809603
36,0.24247077286938354,0.20087823386397055,0.1219199257169535,0.0795282920761452,0.20272810168813524,395.0607588939194
37,0.24307868156468268,0.2103023418395624,0.12163336695751256,0.06686806362811687,0.20678526776149556,113.47493326669814
38,0.258461791764014,0.20865195632176892,0.13729826709112145,0.0704369376305875,0.21353679891748556,759.8772228427974
39,0.24293868015087425,0.20377967291590915,0.11904825892669489,0.07141465113069208,0.21091609113276377,277.94881194751247
40,0.259046673731238,0.20331484020867419,0.11673598456283846,0.060532530727887675,0.21009903990344328,409.1498761383793
41,0.25050219995286904,0.20578981951937336,0.13987875501964248,0.06106400335605373,0.20078206122571582,487.3486111102612
42,0.24676649326537275,0.20704311498258493,0.12159760016807847,0.060534849675482456,0.21879989627019258,277.9902782577899
43,0.2599335437700804,0.20155344630201635,0.1309332064442623,0.062485030209168145,0.21323030457195816,533.7975568984103
44,0.25480853418299415,0.21715424492633398,0.11811214403965634,0.06483075510798117,0.20352557283262404,326.74044484474047
45,0.2527678515153403,0.21779858561924567,0.13798447471983924,0.07415738689421654,0.20835273518926548,960.3184217647713
46,0.24000519825928468,0.21808335138500745,0.13642127433343187,0.06714018537011533,0.2161043636571291,1081.7005606301868
47,0.25751862848306595,0.2093545557000607,0.12566835120109437,0.07327034250654865,0.2160478747579057,336.7536599437973
48,0.2444437863949618,0.20273239502447424,0.12226312351491544,0.07508874422223642,0.21779759214400124,276.020737447058
49,0.24543082101794175,0.20589132920076914,0.13793617692238602,0.06199071045536529,0.20353478039577563,467.448298402502
50,0.24738331025298876,0.21162829224852817,0.1338322336365138,0.06447799482777702,0.21471621661245005,635.9269120667766
51,0.2519704448310895,0.21914290845378212,0.129259077982226,0.07821580076730214,0.21514822388041893,888.1721463085698
52,0.2506821564650608,0.2075600663590646,0.12225236468331314,0.07122049792083812,0.21704779675368313,222.06505836814594
53,0.2571701682258675,0.20979787132519298,0.11957884573912866,0.06247412654794333,0.210686575210801,129.1217239713924
54,0.2475147566601526,0.2124925801109976,0.13440147340282635,0.06758048723043507,0.20947122943451688,533.7641911726407
55,0.25645192305236203,0.2002855647080457,0.1208656349873169,0.06100261922592642,0.20156351684203236,528.2984107380844
56,0.24531909152265877,0.20130609217432363,0.13206740697209915,0.07884272819828987,0.21067795305445333,411.83793786236276
57,0.2506730202032315,0.21161893321204842,0.11163130412205038,0.07455784769079474,0.206526574898426,377.39350151932507
58,0.25610182864399267,0.2122602161220308,0.13024216098868838,0.06800387192331604,0.20583297617653837,283.21555389545966
59,0.254958349094912,0.21524169033494925,0.1120420920878824,0.0646928111580721,0.21007089847601532,317.338384545993
60,0.25470930254598606,0.20005804689944773,0.11449851955322811,0.06852859298184474,0.20335393255259668,621.4501784156297
61,0.24602537512882744,0.21771261714223494,0.11017703439496976,0.061268267970388875,0.21692968714749286,224.8031328430079
62,0.24699496751813232,0.20148196685716713,0.11764729238864856,0.07164834786318285,0.20469444054188424,480.77744937978895
63,0.2541642396680117,0.2180103528543707,0.13463478311238564,0.06345948108546064,0.2158224055934096,1004.2772384062589
64,0.24470385379273715,0.21619422548941852,0.11049087637932173,0.06284461989877271,0.20482508747649436,435.51437264985503
65,0.2527115190724871,0.21214624798238332,0.12712871675813947,0.06999053362183602,0.20053345430597425,114.99409027409916
66,0.24528664355599136,0.2090468181896094,0.1372208328129414,0.06550768054040734,0.21411937730280567,746.1500547031321
67,0.24948124378693887,0.2137152173501204,0.11561115172089519,0.06310137212334932,0.2143542397212388,129.86521383885477
68,0.2575142005370585,0.2078355904706412,0.12850439749942213,0.07460994157609356,0.21663615565161767,440.57863947337887
69,0.2504771557365961,0.21736719934914428,0.1275449505442765,0.061547662675015304,0.2030079418474248,244.34834673143914
70,0.24571687295442135,0.21411498523386302,0.11260463455385777,0.06558431467887614,0.20545900656273494,363.79793244225556
71,0.2447418304958449,0.21924507692409698,0.1350621602666685,0.06955581499630045,0.21515353461489875,1058.17825599842
72,0.2531384862756692,0.21553429541685612,0.13744508920602602,0.06060287776841507,0.20593625215275246,649.6086897433617
73,0.2464688302601612,0.20106046771990632,0.12050340055716907,0.07346898454771358,0.20856997981631667,335.97426930656843
74,0.25679967989565017,0.21409398096396978,0.13497946166802,0.0771332219962445,0.20069834645429183,465.8380630396306
75,0.24591301844003105,0.21138219604914107,0.13049021152336004,0.07676186392990911,0.20518623615420117,262.2742475151364
76,0.24833065248906402,0.21550931461298203,0.1371031187432017,0.07084790419850184,0.21033152332727512,841.3230501516357
77,0.25786549286136834,0.20619830699739697,0.11223627522241993,0.06928547843496533,0.21151258151556987,370.98437459086267
78,0.24153812848120806,0.20398988569214482,0.12424475539300646,0.06329987494699707,0.20660782009093723,254.6492229622297
79,0.25454628388805545,0.2126420287893324,0.13247832327832568,0.062293072597387526,0.2081089022178848,408.4154714770776
80,0.2460575361461024,0.20658488460914434,0.1343409234436762,0.06609949160978448,0.21421538051970182,625.6829612607953
81,0.25179354330523973,0.21408509122136837,0.11289682532554426,0.06819439572757084,0.21521230563578916,189.94008157866432
82,0.24169168695865814,0.21794878050326072,0.1394880366559274,0.06174459575557586,0.20248882278157895,682.2670188312284
83,0.24747699366321504,0.2067212140749018,0.11111847073342437,0.07623681237809349,0.20897283156414503,380.9702214642694
84,0.2521058149023851,0.2022606283929557,0.12647700550653854,0.0769910453345516,0.20008536033848703,273.8736472084398
85,0.2470753903070629,0.21161004470066497,0.12964364612003704,0.06500394431847735,0.20989731856405588,291.6772353371659
86,0.2420333933468027,0.2164445965619927,0.1395704070999795,0.06488275230781261,0.21488017610826893,1124.398802926641
87,0.25216103095241577,0.21923315009144717,0.12695281006964387,0.062265422859636786,0.21655876561449647,695.1068901251833
88,0.24597188409410956,0.20865683096178178,0.11846392621666058,0.061028416027235424,0.21801694676635341,188.26346621670783
